,Column1,Value1,Value2,Value3,Value4,Value5
363, 1097614,"12,056,044"," BANCORPSOUTH, INC.","TUPELO, MS", , 
364, 1025608,"67,313,365", BANCWEST CORPORATION,"HONOLULU, HI", , 
365, 1025309,"10,571,977", BANK OF HAWAII CORPORATION,"HONOLULU, HI", , 
366, 1033470," 103,455,000"," BANK OF NEW YORK COMPANY, INC.","NEW YORK, NY", , 
367, 1074156," 121,351,065", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
368, 1883693,"18,102,747", BOK FINANCIAL CORPORATION," TULSA, OK", , 
369, 2277860," 149,739,285", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
370, 1205688,"14,018,157", CITIZENS BANKING CORPORATION,"FLINT, MI",Moved from Peer 2, 
371, 1132449," 160,900,923"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
372, 1027518,"14,893,075", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
373, 1080465,"22,787,864"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
374, 1199844,"58,723,490", COMERICA INCORPORATED," DETROIT, MI", , 
375, 1117679,"45,316,383"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
376, 1049341,"15,240,507"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
377, 1078529,"34,248,921"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
378, 1200393,"10,057,791"," CORUS BANKSHARES, INC.","CHICAGO, IL",Moved from Peer 2, 
379, 1102367,"13,318,856"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX", , 
380, 2734233,"10,824,199"," EAST WEST BANCORP, INC."," PASADENA, CA", , 
381, 1130780,"13,953,826", FBOP CORPORATION,"OAK PARK, IL", , 
382, 1070345," 100,669,263", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
383, 2744894,"17,436,602", FIRST BANCORP," SAN JUAN, PR", , 
384, 1118797,"10,145,874"," FIRST BANKS, INC."," HAZELWOOD, MO",Moved from Peer 2, 
385, 1075612,"15,725,343"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
386, 1094640,"37,920,049", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
387, 1020902,"13,716,520"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
388, 1070804,"10,258,557", FIRSTMERIT CORPORATION,"AKRON, OH", , 
389, 1117129,"14,918,964", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
390, 1245415,"60,025,390", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
391, 3232316," 478,159,427", HSBC NORTH AMERICA HOLDINGS IN,"PROSPECT HEIGHTS, IL", , 
392, 1068191,"35,330,726", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
393, 1104231,"10,917,275", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
394, 2337045,"11,558,304", INVESTORS FINANCIAL SERVICES,"BOSTON, MA", , 
395, 1068025,"92,061,129", KEYCORP," CLEVELAND, OH", , 
396, 1037003,"57,064,905", M&T BANK CORPORATION,"BUFFALO, NY", , 
397, 1199497,"56,268,824", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
398, 1072442,"17,716,025", MERCANTILE BANKSHARES CORPORAT,"BALTIMORE, MD", , 
399, 1069125," 140,203,110", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
400, 2132932,"28,513,960"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
401, 3212091,"17,379,105", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", , 
402, 1199611,"60,712,241", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
403, 1129382,"47,404,000"," POPULAR, INC."," SAN JUAN, PR", , 
404, 1826056,"23,177,469"," RBC CENTURA BANKS, INC."," RALEIGH, NC", , 
405, 3242838," 143,370,472", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
406, 1071203,"17,726,497"," SKY FINANCIAL GROUP, INC."," BOWLING GREEN, OH", , 
407, 1141599,"14,207,716"," SOUTH FINANCIAL GROUP, THE","GREENVILLE, SC", , 
408, 1111435," 107,385,095", STATE STREET CORPORATION,"BOSTON, MA", , 
409, 1131787," 182,161,609"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
410, 1078846,"31,885,290", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
411, 2816906," 430,398,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
412, 2389941,"14,769,004", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
413, 1249196,"40,019,853", TD BANKNORTH INC.," PORTLAND, ME", , 
414, 1119794," 219,232,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
415, 2694814,"10,346,414"," UCBH HOLDINGS, INC."," SAN FRANCISCO, CA",Moved from Peer 2, 
416, 1378434,"52,619,576", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
417, 2307280,"75,245,500"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
418, 1048773,"12,395,027", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
419, 2801546,"17,161,869"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
420, 1073551," 707,121,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
421, 1145476,"17,104,011", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
422, 1120754," 481,996,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
423, 1079740,"10,189,062", WHITNEY HOLDING CORPORATION," NEW ORLEANS, LA", , 
424, 1888193,"11,321,243", WILMINGTON TRUST CORPORATION,"WILMINGTON, DE", , 
