,Column1,Value1,Value2,Value3,Value4,Value5
364, 1074156," 137,040,900", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
365, 1078529,"61,537,782"," BBVA USA BANCSHARES, INC."," THE WOODLANDS, TX", , 
366, 1883693,"22,477,815", BOK FINANCIAL CORPORATION," TULSA, OK", , 
367, 2277860," 154,803,113", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
368, 1843080,"11,050,293", CATHAY GENERAL BANCORP,"LOS ANGELES, CA", , 
369, 1132449," 163,772,212"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
370, 1205688,"13,129,814"," CITIZENS REPUBLIC BANCORP, INC","FLINT, MI", , 
371, 1027518,"16,335,088", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
372, 1080465,"26,262,575"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
373, 1199844,"65,710,366", COMERICA INCORPORATED," DALLAS, TX", , 
374, 1049341,"16,961,900"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
375, 1102367,"14,145,451"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX", , 
376, 2734233,"11,722,296"," EAST WEST BANCORP, INC."," PASADENA, CA", , 
377, 1130780,"17,479,243", FBOP CORPORATION,"OAK PARK, IL", , 
378, 1070345," 116,294,077", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
379, 2744894,"19,304,440", FIRST BANCORP," SAN JUAN, PR", , 
380, 1118797,"10,815,464"," FIRST BANKS, INC."," SAINT LOUIS, MO", , 
381, 1075612,"16,665,605"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
382, 1094640,"32,805,263", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
383, 1020902,"16,831,417"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
384, 1070804,"10,687,065", FIRSTMERIT CORPORATION,"AKRON, OH", , 
385, 1117129,"16,136,145", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
386, 1245415,"69,275,826", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
387, 3232316," 467,739,691", HSBC NORTH AMERICA HOLDINGS IN,"METTAWA, IL", , 
388, 1068191,"54,669,893", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
389, 1104231,"11,544,396", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
390, 1068025," 101,494,797", KEYCORP," CLEVELAND, OH", , 
391, 1037003,"65,247,215", M&T BANK CORPORATION,"BUFFALO, NY", , 
392, 3594612,"63,517,959", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
393, 1069125," 143,695,954", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
394, 2132932,"32,161,610"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
395, 3212091,"13,692,504", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", , 
396, 1199611,"79,243,977", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
397, 1069778," 145,644,536"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
398, 1129382,"40,390,000"," POPULAR, INC."," SAN JUAN, PR", , 
399, 1826056,"32,059,020", RBC BANCORPORATION (USA),"RALEIGH, NC", , 
400, 3242838," 144,294,958", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
401, 1141599,"13,696,595"," SOUTH FINANCIAL GROUP, INC."," GREENVILLE, SC", , 
402, 1111435," 286,712,268", STATE STREET CORPORATION,"BOSTON, MA", , 
403, 3152245,"12,608,511", STERLING FINANCIAL CORPORATION,"SPOKANE, WA", , 
404, 1131787," 174,776,760"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
405, 1117156,"13,636,287"," SUSQUEHANNA BANCSHARES, INC.","LITITZ, PA", , 
406, 1078846,"34,339,141", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
407, 2816906," 613,058,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
408, 2389941,"16,541,975", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
409, 1249196," 117,631,391", TD BANKNORTH INC.," PORTLAND, ME", , 
410, 1119794," 247,055,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
411, 2694814,"13,044,255"," UCBH HOLDINGS, INC."," SAN FRANCISCO, CA", , 
412, 1378434,"62,599,753", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
413, 2307280,"46,162,543"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
414, 1048773,"14,288,151", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
415, 2801546,"16,849,335"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
416, 1073551," 760,558,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
417, 1145476,"17,523,422", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
418, 1120754," 622,361,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
419, 1079740,"10,992,070", WHITNEY HOLDING CORPORATION," NEW ORLEANS, LA", , 
420, 1888193,"12,386,648", WILMINGTON TRUST CORPORATION,"WILMINGTON, DE", , 
