,Column1,Value1,Value2,Value3,Value4,Value5
363, 1379552," 131,361,819", ABN AMRO NORTH AMERICA HOLDING,"CHICAGO, IL", , 
364, 1078604,"48,314,942", AMSOUTH BANCORPORATION,"BIRMINGHAM, AL", , 
365, 1199563,"15,524,950", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
366, 1097614,"10,670,845"," BANCORPSOUTH, INC.","TUPELO, MS", , 
367, 1025608,"40,271,880", BANCWEST CORPORATION,"HONOLULU, HI", , 
368, 1033470,"97,575,127"," BANK OF NEW YORK COMPANY, INC.","NEW YORK, NY", , 
369, 1068294," 299,303,000", BANK ONE CORPORATION,"CHICAGO, IL", , 
370, 1249196,"29,309,081"," BANKNORTH GROUP, INC."," PORTLAND, ME", , 
371, 1074156,"97,348,285", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
372, 1883693,"14,019,000", BOK FINANCIAL CORPORATION," TULSA, OK", , 
373, 1923946,"42,596,515"," CHARTER ONE FINANCIAL, INC."," CLEVELAND, OH", , 
374, 2797498,"37,566,814", CIBC DELAWARE HOLDINGS INC.," NEW YORK, NY", , 
375, 1132449,"82,271,178"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
376, 1027518,"13,477,739", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
377, 1080465,"17,624,595"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
378, 1199844,"54,925,431", COMERICA INCORPORATED," DETROIT, MI", , 
379, 1117679,"26,751,901"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
380, 1049341,"14,487,173"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
381, 1078529,"27,982,766"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
382, 1130780,"11,860,258", FBOP CORPORATION,"OAK PARK, IL", , 
383, 1070345,"95,613,539", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
384, 2744894,"14,465,082", FIRST BANCORP," SAN JUAN, PR", , 
385, 1075612,"12,830,029"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
386, 1094640,"27,291,078", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN",Name change from FIRST TENNESSEE NATIONAL CORPORATION, 
387, 1020902,"12,172,721"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
388, 1070804,"10,378,555", FIRSTMERIT CORPORATION,"AKRON, OH", , 
389, 1117129,"10,556,421", FULTON FINANCIAL CORPORATION,"LANCASTER, PA",Moved from Peer 2, 
390, 2081124,"25,954,758", GREENPOINT FINANCIAL CORP.,"NEW YORK, NY", , 
391, 1245415,"40,938,564", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
392, 1078921,"21,311,057", HIBERNIA CORPORATION,"NEW ORLEANS, LA", , 
393, 3232316," 298,818,386", HSBC NORTH AMERICA HOLDINGS IN,"PROSPECT HEIGHTS, IL", , 
394, 1068191,"31,485,745", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
395, 1039502," 817,763,000", J.P. MORGAN CHASE & CO.," NEW YORK, NY", , 
396, 1068025,"85,794,644", KEYCORP," CLEVELAND, OH", , 
397, 1037003,"52,093,709", M&T BANK CORPORATION,"BUFFALO, NY", , 
398, 1199497,"37,136,806", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
399, 1068762,"35,246,966", MELLON FINANCIAL CORPORATION,"PITTSBURGH, PA", , 
400, 1072442,"14,130,145", MERCANTILE BANKSHARES CORPORAT,"BALTIMORE, MD", , 
401, 1069125," 116,969,803", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
402, 1093728,"24,012,849", NATIONAL COMMERCE FINANCIAL CO,"MEMPHIS, TN", , 
403, 2132932,"24,180,468"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
404, 1048429,"26,471,859"," NORTH FORK BANCORPORATION, INC","MELVILLE, NY", , 
405, 1199611,"43,279,333", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
406, 1246702,"10,685,411", PEOPLE'S MUTUAL HOLDINGS,"BRIDGEPORT, CT", , 
407, 1069778,"73,141,914"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
408, 1129382,"39,556,000"," POPULAR, INC."," SAN JUAN, PR", , 
409, 1070617,"16,731,488"," PROVIDENT FINANCIAL GROUP, INC","CINCINNATI, OH", , 
410, 1826056,"21,631,019"," RBC CENTURA BANKS, INC."," ROCKY MOUNT, NC", , 
411, 1078332,"49,922,137", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
412, 1071203,"12,243,712"," SKY FINANCIAL GROUP, INC."," BOWLING GREEN, OH", , 
413, 1141599,"11,476,579"," SOUTH FINANCIAL GROUP, THE","GREENVILLE, SC", , 
414, 1079441,"53,031,918", SOUTHTRUST CORPORATION,"BIRMINGHAM, AL", , 
415, 1111435,"94,139,945", STATE STREET CORPORATION,"BOSTON, MA", , 
416, 1131787," 128,135,048"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
417, 1078846,"23,567,682", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
418, 2816906," 316,458,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
419, 2389941,"12,063,707", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
420, 1119794," 190,230,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
421, 1094369,"32,208,008", UNION PLANTERS CORPORATION,"MEMPHIS, TN", , 
422, 1378434,"46,352,487", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
423, 2307280,"26,551,076"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
424, 1048773,"10,484,538", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
425, 2801546,"13,086,850"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
426, 1073551," 418,441,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
427, 1145476,"17,191,672", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT",New Y-9C/BHCPR reporter, 
428, 1120754," 420,305,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
