,Column1,Value1,Value2,Value3,Value4,Value5
364, 3587146," 201,344,000", BANK OF NEW YORK MELLON CORPOR,"NEW YORK, NY", , 
365, 1074156," 136,465,302", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
366, 1078529,"61,100,943"," BBVA USA BANCSHARES, INC."," THE WOODLANDS, TX", , 
367, 1883693,"22,475,916", BOK FINANCIAL CORPORATION," TULSA, OK", , 
368, 2277860," 151,114,271", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
369, 1843080,"10,811,915", CATHAY GENERAL BANCORP,"LOS ANGELES, CA", , 
370, 1132449," 161,970,093"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
371, 1205688,"13,179,270"," CITIZENS REPUBLIC BANCORP, INC","FLINT, MI", , 
372, 1027518,"16,345,316", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
373, 1080465,"26,031,288"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
374, 1199844,"66,173,757", COMERICA INCORPORATED," DALLAS, TX", , 
375, 1049341,"17,033,546"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
376, 1102367,"13,807,669"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX", , 
377, 3602067,"10,360,900", DORAL GP LTD.," SAN JUAN, PR", , 
378, 2734233,"11,784,914"," EAST WEST BANCORP, INC."," PASADENA, CA", , 
379, 1130780,"17,647,970", FBOP CORPORATION,"OAK PARK, IL", , 
380, 1070345," 114,974,981", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
381, 2744894,"18,828,786", FIRST BANCORP," SAN JUAN, PR", , 
382, 1118797,"10,808,860"," FIRST BANKS, INC."," SAINT LOUIS, MO", , 
383, 1075612,"16,422,674"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
384, 1094640,"35,550,924", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
385, 1020902,"16,662,587"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
386, 1070804,"10,567,772", FIRSTMERIT CORPORATION,"AKRON, OH", , 
387, 1117129,"16,058,125", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
388, 1245415,"67,447,403", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
389, 3232316," 461,156,160", HSBC NORTH AMERICA HOLDINGS IN,"METTAWA, IL", , 
390, 1068191,"55,309,866", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
391, 1104231,"11,010,549", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
392, 1068025," 101,957,764", KEYCORP," CLEVELAND, OH", , 
393, 1037003,"65,893,428", M&T BANK CORPORATION,"BUFFALO, NY", , 
394, 3594612,"64,271,056", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
395, 1069125," 153,678,935", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
396, 2132932,"31,106,685"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
397, 3212091,"14,789,425", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", , 
398, 1199611,"74,806,905", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
399, 1069778," 142,791,491"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
400, 1129382,"41,679,000"," POPULAR, INC."," SAN JUAN, PR", , 
401, 1826056,"32,425,588", RBC BANCORPORATION (USA),"RALEIGH, NC","Name change from RBC CENTURA BANKS, INC.", 
402, 3242838," 144,438,176", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
403, 1141599,"13,979,278"," SOUTH FINANCIAL GROUP, INC."," GREENVILLE, SC", , 
404, 1111435," 146,517,251", STATE STREET CORPORATION,"BOSTON, MA", , 
405, 3152245,"12,694,576", STERLING FINANCIAL CORPORATION,"SPOKANE, WA", , 
406, 1131787," 177,232,727"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
407, 1117156,"13,504,721"," SUSQUEHANNA BANCSHARES, INC.","LITITZ, PA", , 
408, 1078846,"34,227,301", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
409, 2816906," 659,772,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
410, 2389941,"16,513,812", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
411, 1249196," 116,844,963", TD BANKNORTH INC.," PORTLAND, ME", , 
412, 1119794," 246,538,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
413, 2694814,"12,871,122"," UCBH HOLDINGS, INC."," SAN FRANCISCO, CA", , 
414, 1378434,"60,593,921", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
415, 2307280,"48,372,444"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
416, 1048773,"12,987,718", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
417, 2801546,"17,145,036"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
418, 1073551," 812,433,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
419, 1145476,"17,495,472", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
420, 1120754," 609,074,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
421, 1079740,"11,019,230", WHITNEY HOLDING CORPORATION," NEW ORLEANS, LA", , 
422, 1888193,"12,317,743", WILMINGTON TRUST CORPORATION,"WILMINGTON, DE", , 
