,Column1,Value1,Value2,Value3,Value4,Value5
352, 1246702,"12,296,515", PEOPLE'S MUTUAL HOLDINGS,"BRIDGEPORT, CT", , 
353, 1069778,"66,409,507"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
354, 1129382,"33,660,000"," POPULAR, INC."," SAN JUAN, PR", , 
355, 1070617,"16,905,261"," PROVIDENT FINANCIAL GROUP, INC","CINCINNATI, OH", , 
356, 1826056,"15,923,562"," RBC CENTURA BANKS, INC."," ROCKY MOUNT, NC", , 
357, 1078332,"48,181,371", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
358, 1071203,"11,013,943"," SKY FINANCIAL GROUP, INC."," BOWLING GREEN, OH",Moved from Peer 2, 
359, 1078846,"19,047,394", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
360, 2816906," 224,278,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
361, 2389941,"12,322,405", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
362, 2847535,"14,091,114"," TD WATERHOUSE GROUP, INC."," NEW YORK, NY", , 
363, 1119794," 180,027,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
364, 1094369,"34,144,363", UNION PLANTERS CORPORATION,"MEMPHIS, TN", , 
365, 1378434,"40,193,327", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
366, 1073551," 341,839,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
367, 1120754," 349,259,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
