,Column1,Value1,Value2,Value3,Value4,Value5
363, 1199563,"22,117,591", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
364, 1097614,"11,782,738"," BANCORPSOUTH, INC.","TUPELO, MS", , 
365, 1025608,"66,345,204", BANCWEST CORPORATION,"HONOLULU, HI", , 
366, 1025309,"10,187,462", BANK OF HAWAII CORPORATION,"HONOLULU, HI", , 
367, 1033470," 102,157,000"," BANK OF NEW YORK COMPANY, INC.","NEW YORK, NY", , 
368, 2914521," 206,728,390", BARCLAYS GROUP US INC.,"WILMINGTON, DE", , 
369, 1074156," 109,169,759", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
370, 1883693,"16,273,288", BOK FINANCIAL CORPORATION," TULSA, OK", , 
371, 2277860,"88,701,411", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
372, 1132449," 155,439,714"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
373, 1027518,"14,586,336", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
374, 1080465,"21,440,300"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
375, 1199844,"53,682,457", COMERICA INCORPORATED," DETROIT, MI", , 
376, 1117679,"38,496,335"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
377, 1049341,"13,900,459"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
378, 1078529,"30,858,429"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
379, 1102367,"11,830,329"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX", , 
380, 1130780,"13,724,559", FBOP CORPORATION,"OAK PARK, IL", , 
381, 1070345," 105,225,054", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
382, 2744894,"19,888,691", FIRST BANCORP," SAN JUAN, PR", , 
383, 1075612,"14,639,392"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
384, 1094640,"36,581,677", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
385, 1020902,"12,575,553"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
386, 1070804,"10,168,441", FIRSTMERIT CORPORATION,"AKRON, OH", , 
387, 1117129,"12,407,481", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
388, 1245415,"50,006,022", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
389, 3232316," 404,254,480", HSBC NORTH AMERICA HOLDINGS IN,"PROSPECT HEIGHTS, IL", , 
390, 1068191,"32,758,006", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
391, 1104231,"10,391,852", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
392, 2337045,"12,103,390", INVESTORS FINANCIAL SERVICES,"BOSTON, MA", , 
393, 1068025,"92,844,997", KEYCORP," CLEVELAND, OH", , 
394, 1037003,"55,146,406", M&T BANK CORPORATION,"BUFFALO, NY", , 
395, 1199497,"46,295,972", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
396, 1068762,"38,773,216", MELLON FINANCIAL CORPORATION,"PITTSBURGH, PA", , 
397, 1072442,"16,421,729", MERCANTILE BANKSHARES CORPORAT,"BALTIMORE, MD", , 
398, 1069125," 142,410,520", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
399, 2132932,"26,285,042"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
400, 3212091,"14,642,982", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", , 
401, 1048429,"57,616,871"," NORTH FORK BANCORPORATION, INC","MELVILLE, NY", , 
402, 1199611,"53,413,797", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
403, 1246702,"10,954,414", PEOPLE'S MUTUAL HOLDINGS,"BRIDGEPORT, CT", , 
404, 1069778,"91,992,332"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
405, 1129382,"48,624,000"," POPULAR, INC."," SAN JUAN, PR", , 
406, 1826056,"20,364,063"," RBC CENTURA BANKS, INC."," ROCKY MOUNT, NC", , 
407, 3242838,"84,786,331", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
408, 1071203,"15,688,573"," SKY FINANCIAL GROUP, INC."," BOWLING GREEN, OH", , 
409, 1141599,"14,328,524"," SOUTH FINANCIAL GROUP, THE","GREENVILLE, SC", , 
410, 1111435,"97,995,766", STATE STREET CORPORATION,"BOSTON, MA", , 
411, 1131787," 179,712,841"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
412, 1078846,"27,634,551", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
413, 2816906," 364,693,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
414, 2389941,"13,484,335", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
415, 1249196,"32,119,130", TD BANKNORTH INC.," PORTLAND, ME", , 
416, 1119794," 209,465,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
417, 1378434,"49,416,609", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
418, 2307280,"51,008,151"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
419, 1048773,"12,434,005", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
420, 2801546,"16,149,557"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
421, 1073551," 520,755,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
422, 1145476,"17,839,831", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
423, 1120754," 481,741,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
424, 1079740,"10,111,589", WHITNEY HOLDING CORPORATION," NEW ORLEANS, LA",Moved from Peer 2, 
425, 1888193,"10,272,262", WILMINGTON TRUST CORPORATION,"WILMINGTON, DE", , 
