,Column1,Value1,Value2,Value3,Value4,Value5
363, 1275216," 123,053,223", AMERICAN EXPRESS COMPANY,"NEW YORK, NY", , 
364, 1095674,"11,344,820"," ARVEST BANK GROUP, INC."," BENTONVILLE, AR", , 
365, 1199563,"22,864,807", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
366, 1097614,"13,206,923"," BANCORPSOUTH, INC.","TUPELO, MS", , 
367, 1025608,"73,814,316", BANCWEST CORPORATION,"HONOLULU, HI", , 
368, 1025309,"12,414,827", BANK OF HAWAII CORPORATION,"HONOLULU, HI", , 
369, 3587146," 212,336,000", BANK OF NEW YORK MELLON CORPOR,"NEW YORK, NY", , 
370, 2914521," 365,703,204", BARCLAYS GROUP US INC.,"WILMINGTON, DE", , 
371, 1074156," 165,764,218", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
372, 1078529,"64,631,044"," BBVA USA BANCSHARES, INC."," HOUSTON, TX", , 
373, 1883693,"23,529,554", BOK FINANCIAL CORPORATION," TULSA, OK", , 
374, 2277860," 169,400,094", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
375, 1843080,"11,588,232", CATHAY GENERAL BANCORP,"LOS ANGELES, CA", , 
376, 1036967,"60,029,048", CIT GROUP INC.,"NEW YORK, NY", , 
377, 1132449," 148,012,292"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
378, 1205688,"11,948,272"," CITIZENS REPUBLIC BANCORP, INC","FLINT, MI", , 
379, 1027518,"21,084,847", CITY NATIONAL CORPORATION," LOS ANGELES, CA", , 
380, 1199844,"59,398,720", COMERICA INCORPORATED," DALLAS, TX", , 
381, 1049341,"18,147,945"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
382, 1102367,"16,361,611"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX", , 
383, 3846375,"68,570,088", DISCOVER FINANCIAL SERVICES," RIVERWOODS, IL", , 
384, 3602067,"10,153,652", DORAL GP LTD.," SAN JUAN, PR", Moved from Peer 2, 
385, 2734233,"20,608,847"," EAST WEST BANCORP, INC."," PASADENA, CA", , 
386, 1070345," 113,379,555", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
387, 2744894,"19,628,448", FIRST BANCORP," SAN JUAN, PR", , 
388, 1118797,"10,569,322"," FIRST BANKS, INC."," SAINT LOUIS, MO", , 
389, 1075612,"18,464,829"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
390, 1094640,"26,069,423", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
391, 1020902,"14,739,067"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
392, 1060627,"10,129,222", FIRSTBANK HOLDING COMPANY," LAKEWOOD, CO", Moved from Peer 2, 
393, 1070804,"10,541,630", FIRSTMERIT CORPORATION,"AKRON, OH", , 
394, 1117129,"16,635,635", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
395, 1562859," 172,313,000", GMAC INC.," DETROIT, MI", , 
396, 2380443," 849,278,000"," GOLDMAN SACHS GROUP, INC., THE","NEW YORK, NY", , 
397, 1245415,"63,675,159", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
398, 3232316," 391,332,071", HSBC NORTH AMERICA HOLDINGS IN,"METTAWA, IL", , 
399, 1068191,"51,554,989", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
400, 1104231,"11,762,543", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
401, 1068025,"93,381,546", KEYCORP," CLEVELAND, OH", , 
402, 1037003,"68,880,399", M&T BANK CORPORATION,"BUFFALO, NY", , 
403, 3594612,"57,268,095", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
404, 1090987,"10,865,393"," MB FINANCIAL, INC"," CHICAGO, IL", , 
405, 2945824," 539,314,240"," METLIFE, INC."," NEW YORK, NY", , 
406, 2162966," 771,462,000", MORGAN STANLEY,"NEW YORK, NY", , 
407, 2132932,"42,148,196"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
408, 3212091,"15,424,018", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", , 
409, 1199611,"82,141,531", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
410, 1069778," 269,921,958"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
411, 1129382,"34,736,000"," POPULAR, INC."," SAN JUAN, PR", , 
412, 1839319,"12,059,433"," PRIVATEBANCORP, INC.","CHICAGO, IL", , 
413, 1826056,"27,519,480", RBC BANCORPORATION (USA),"RALEIGH, NC", , 
414, 3242838," 142,354,415", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
415, 1141599,"11,895,011"," SOUTH FINANCIAL GROUP, INC."," GREENVILLE, SC", , 
416, 1111435," 156,755,765", STATE STREET CORPORATION,"BOSTON, MA", , 
417, 3152245,"10,901,745", STERLING FINANCIAL CORPORATION,"SPOKANE, WA", , 
418, 1131787," 174,166,407"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
419, 1117156,"13,689,262"," SUSQUEHANNA BANCSHARES, INC.","LITITZ, PA", , 
420, 1031449,"12,846,636", SVB FINANCIAL GROUP," SANTA CLARA, CA", , 
421, 1078846,"32,831,418", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
422, 2816906," 369,105,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
423, 2389941,"17,933,187", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
424, 1249196," 145,482,536", TD BANK US HOLDING COMPANY,"PORTLAND, ME", Name change from TD BANKNORTH INC., 
425, 1119794," 281,176,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
426, 1049828,"11,663,356", UMB FINANCIAL CORPORATION," KANSAS CITY, MO", , 
427, 1378434,"85,598,180", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
428, 2307280,"40,578,990"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
429, 1048773,"14,284,153", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
430, 2801546,"11,938,715"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
431, 1145476,"17,744,862", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
432, 1079740,"11,893,800", WHITNEY HOLDING CORPORATION," NEW ORLEANS, LA", , 
433, 1888193,"11,491,586", WILMINGTON TRUST CORPORATION,"WILMINGTON, DE", , 
434, 2260406,"12,215,620", WINTRUST FINANCIAL CORPORATION,"LAKE FOREST, IL", , 
