,Column1,Value1,Value2,Value3,Value4,Value5
352, 1069778,"67,804,345"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
353, 1129382,"32,843,000"," POPULAR, INC."," SAN JUAN, PR", , 
354, 1070617,"16,360,120"," PROVIDENT FINANCIAL GROUP, INC","CINCINNATI, OH", , 
355, 1826056,"15,698,627"," RBC CENTURA BANKS, INC."," ROCKY MOUNT, NC", , 
356, 1078332,"47,655,407", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
357, 1079441,"49,865,729", SOUTHTRUST CORPORATION,"BIRMINGHAM, AL", , 
358, 2816906," 253,787,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
359, 2389941,"12,086,004", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
360, 2847535,"13,697,942"," TD WATERHOUSE GROUP, INC."," NEW YORK, NY", , 
361, 1119794," 174,006,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
362, 1094369,"33,247,735", UNION PLANTERS CORPORATION,"MEMPHIS, TN", , 
363, 1378434,"37,611,969", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
364, 1073551," 333,880,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
365, 1120754," 334,250,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
