,Column1,Value1,Value2,Value3,Value4,Value5
363, 1095674,"10,482,614"," ARVEST BANK GROUP, INC."," BENTONVILLE, AR", , 
364, 1199563,"22,884,589", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
365, 1097614,"13,280,753"," BANCORPSOUTH, INC.","TUPELO, MS", , 
366, 1025608,"77,529,543", BANCWEST CORPORATION,"HONOLULU, HI", , 
367, 1025309,"12,208,025", BANK OF HAWAII CORPORATION,"HONOLULU, HI", , 
368, 3587146," 212,470,000", BANK OF NEW YORK MELLON CORPOR,"NEW YORK, NY", , 
369, 2914521," 377,926,385", BARCLAYS GROUP US INC.,"WILMINGTON, DE", , 
370, 1074156," 165,329,114", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
371, 1078529,"67,793,654"," BBVA USA BANCSHARES, INC."," HOUSTON, TX", , 
372, 1883693,"23,918,833", BOK FINANCIAL CORPORATION," TULSA, OK", , 
373, 2277860," 168,503,921", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
374, 1843080,"11,749,763", CATHAY GENERAL BANCORP,"LOS ANGELES, CA", , 
375, 1036967,"69,188,609", CIT GROUP INC.,"NEW YORK, NY", , 
376, 1132449," 150,538,243"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
377, 1205688,"12,100,215"," CITIZENS REPUBLIC BANCORP, INC","FLINT, MI", , 
378, 1027518,"18,403,310", CITY NATIONAL CORPORATION," LOS ANGELES, CA", , 
379, 1199844,"59,752,866", COMERICA INCORPORATED," DALLAS, TX", , 
380, 1049341,"17,965,403"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
381, 1102367,"16,234,139"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX", , 
382, 3846375,"43,814,993", DISCOVER FINANCIAL SERVICES," RIVERWOODS, IL", , 
383, 2734233,"12,486,027"," EAST WEST BANCORP, INC."," PASADENA, CA", , 
384, 1130780,"19,577,143", FBOP CORPORATION,"OAK PARK, IL", , 
385, 1070345," 110,740,377", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
386, 2744894,"20,081,186", FIRST BANCORP," SAN JUAN, PR", , 
387, 1118797,"10,657,189"," FIRST BANKS, INC."," SAINT LOUIS, MO", , 
388, 1075612,"18,512,879"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
389, 1094640,"26,466,670", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
390, 1020902,"15,001,012"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
391, 1070804,"10,763,909", FIRSTMERIT CORPORATION,"AKRON, OH", , 
392, 1117129,"16,526,709", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
393, 1562859," 178,257,000", GMAC INC.," DETROIT, MI", , 
394, 2380443," 882,586,000"," GOLDMAN SACHS GROUP, INC., THE","NEW YORK, NY", , 
395, 1245415,"58,879,314", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
396, 3232316," 390,657,817", HSBC NORTH AMERICA HOLDINGS IN,"METTAWA, IL", , 
397, 1068191,"52,510,852", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
398, 1104231,"11,685,584", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
399, 1068025,"96,985,260", KEYCORP," CLEVELAND, OH", , 
400, 1037003,"68,997,450", M&T BANK CORPORATION,"BUFFALO, NY", , 
401, 3594612,"58,664,466", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
402, 1090987,"14,135,212"," MB FINANCIAL, INC"," CHICAGO, IL",Moved from Peer 2, 
403, 2945824," 535,192,209"," METLIFE, INC."," NEW YORK, NY", , 
404, 2162966," 769,503,000", MORGAN STANLEY,"NEW YORK, NY", , 
405, 2132932,"32,922,009"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
406, 3212091,"15,714,374", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", , 
407, 1199611,"77,926,946", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
408, 1069778," 271,449,905"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
409, 1129382,"35,638,000"," POPULAR, INC."," SAN JUAN, PR", , 
410, 1839319,"12,082,584"," PRIVATEBANCORP, INC.","CHICAGO, IL", , 
411, 1826056,"29,447,423", RBC BANCORPORATION (USA),"RALEIGH, NC", , 
412, 3242838," 140,169,410", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
413, 1141599,"12,301,014"," SOUTH FINANCIAL GROUP, INC."," GREENVILLE, SC", , 
414, 1111435," 162,730,469", STATE STREET CORPORATION,"BOSTON, MA", , 
415, 3152245,"11,898,854", STERLING FINANCIAL CORPORATION,"SPOKANE, WA", , 
416, 1131787," 172,814,097"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
417, 1117156,"13,659,154"," SUSQUEHANNA BANCSHARES, INC.","LITITZ, PA", , 
418, 1031449,"12,557,406", SVB FINANCIAL GROUP," SANTA CLARA, CA", , 
419, 1078846,"34,610,480", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
420, 2816906," 368,225,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
421, 2389941,"17,768,950", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
422, 1249196," 138,987,370", TD BANKNORTH INC.," PORTLAND, ME", , 
423, 1119794," 265,058,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
424, 2694814,"10,925,490"," UCBH HOLDINGS, INC."," SAN FRANCISCO, CA", , 
425, 1049828,"10,235,496", UMB FINANCIAL CORPORATION," KANSAS CITY, MO",Moved from Peer 2, 
426, 1378434,"78,153,220", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
427, 2307280,"39,623,012"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
428, 1048773,"14,231,870", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
429, 2801546,"13,489,407"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
430, 1145476,"17,855,211", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
431, 1079740,"11,659,646", WHITNEY HOLDING CORPORATION," NEW ORLEANS, LA", , 
432, 1888193,"11,167,993", WILMINGTON TRUST CORPORATION,"WILMINGTON, DE", , 
433, 2260406,"12,136,021", WINTRUST FINANCIAL CORPORATION,"LAKE FOREST, IL", , 
