,Column1,Value1,Value2,Value3,Value4,Value5
363, 12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004, 
364, 1095674,"10,226,011"," ARVEST BANK GROUP, INC."," BENTONVILLE, AR",Moved from Peer 2, 
365, 1199563,"24,198,697", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
366, 1097614,"13,499,414"," BANCORPSOUTH, INC.","TUPELO, MS", , 
367, 1025608,"79,858,266", BANCWEST CORPORATION,"HONOLULU, HI", , 
368, 1025309,"10,763,475", BANK OF HAWAII CORPORATION,"HONOLULU, HI", , 
369, 3587146," 237,652,000", BANK OF NEW YORK MELLON CORPOR,"NEW YORK, NY", , 
370, 1074156," 152,015,025", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
371, 1078529,"62,305,413"," BBVA USA BANCSHARES, INC."," HOUSTON, TX", , 
372, 1883693,"22,840,287", BOK FINANCIAL CORPORATION," TULSA, OK", , 
373, 2277860," 165,913,451", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
374, 1843080,"11,582,639", CATHAY GENERAL BANCORP,"LOS ANGELES, CA", , 
375, 1132449," 160,444,183"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
376, 1205688,"13,093,861"," CITIZENS REPUBLIC BANCORP, INC","FLINT, MI", , 
377, 1027518,"16,458,765", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
378, 1080465,"25,816,306"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
379, 1199844,"67,912,580", COMERICA INCORPORATED," DALLAS, TX", , 
380, 1049341,"17,545,887"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
381, 1102367,"15,131,905"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX", , 
382, 3602067,"10,355,717", DORAL GP LTD.," SAN JUAN, PR", Moved from Peer 2, 
383, 2734233,"12,423,491"," EAST WEST BANCORP, INC."," PASADENA, CA", , 
384, 1130780,"17,346,706", FBOP CORPORATION,"OAK PARK, IL", , 
385, 1070345," 119,763,812", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
386, 2744894,"19,491,268", FIRST BANCORP," SAN JUAN, PR", , 
387, 1118797,"10,771,034"," FIRST BANKS, INC."," SAINT LOUIS, MO", , 
388, 1075612,"16,745,662"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
389, 1094640,"31,022,768", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
390, 1020902,"16,725,869"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
391, 1070804,"11,101,201", FIRSTMERIT CORPORATION,"AKRON, OH", , 
392, 1117129,"16,185,106", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
393, 1245415,"88,258,094", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
394, 3232316," 434,715,911", HSBC NORTH AMERICA HOLDINGS IN,"METTAWA, IL", , 
395, 1068191,"54,355,998", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
396, 1104231,"12,439,341", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
397, 1068025," 105,231,004", KEYCORP," CLEVELAND, OH", , 
398, 1037003,"65,815,757", M&T BANK CORPORATION,"BUFFALO, NY", , 
399, 3594612,"62,517,618", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
400, 2132932,"32,488,105"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
401, 3212091,"14,744,507", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", , 
402, 1199611,"82,053,626", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
403, 1069778," 291,092,876"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
404, 1129382,"38,883,000"," POPULAR, INC."," SAN JUAN, PR", , 
405, 1839319,"10,040,342"," PRIVATEBANCORP, INC.","CHICAGO, IL",Moved from Peer 2, 
406, 1826056,"32,434,425", RBC BANCORPORATION (USA),"RALEIGH, NC", , 
407, 3242838," 146,253,935", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
408, 1141599,"13,600,077"," SOUTH FINANCIAL GROUP, INC."," GREENVILLE, SC", , 
409, 1111435," 176,632,334", STATE STREET CORPORATION,"BOSTON, MA", , 
410, 3152245,"12,793,531", STERLING FINANCIAL CORPORATION,"SPOKANE, WA", , 
411, 1131787," 189,137,961"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
412, 1117156,"13,682,988"," SUSQUEHANNA BANCSHARES, INC.","LITITZ, PA", , 
413, 1078846,"35,786,269", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
414, 2816906," 396,659,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
415, 2389941,"16,782,760", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
416, 1249196," 122,745,454", TD BANKNORTH INC.," PORTLAND, ME", , 
417, 1119794," 267,032,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
418, 2694814,"13,526,809"," UCBH HOLDINGS, INC."," SAN FRANCISCO, CA", , 
419, 1049828,"10,971,391", UMB FINANCIAL CORPORATION," KANSAS CITY, MO",Moved from Peer 2, 
420, 1378434,"70,121,446", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
421, 2307280,"40,891,905"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
422, 1048773,"14,718,129", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
423, 2801546,"15,317,974"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
424, 1145476,"17,600,122", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
425, 1079740,"12,384,751", WHITNEY HOLDING CORPORATION," NEW ORLEANS, LA", , 
426, 1888193,"12,586,360", WILMINGTON TRUST CORPORATION,"WILMINGTON, DE", , 
427, 2260406,"10,658,326", WINTRUST FINANCIAL CORPORATION,"LAKE FOREST, IL",Moved from Peer 2, 
