,Column1,Value1,Value2,Value3,Value4,Value5
363, 1033470," 103,709,000"," BANK OF NEW YORK COMPANY, INC.","NEW YORK, NY", , 
364, 1074156," 110,033,689", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
365, 1883693,"16,318,529", BOK FINANCIAL CORPORATION," TULSA, OK", , 
366, 2277860,"89,273,079", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
367, 1132449," 160,118,112"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
368, 1027518,"14,746,364", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
369, 1080465,"21,972,081"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
370, 1199844,"57,326,342", COMERICA INCORPORATED," DETROIT, MI", , 
371, 1117679,"40,719,941"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
372, 1049341,"13,770,584"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
373, 1078529,"32,908,068"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
374, 1102367,"11,647,225"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX", , 
375, 1130780,"13,819,371", FBOP CORPORATION,"OAK PARK, IL", , 
376, 1070345," 105,044,474", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
377, 2744894,"20,551,736", FIRST BANCORP," SAN JUAN, PR", , 
378, 1075612,"15,095,210"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
379, 1094640,"37,303,440", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
380, 1020902,"12,601,884"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
381, 1070804,"10,103,696", FIRSTMERIT CORPORATION,"AKRON, OH", , 
382, 1117129,"14,174,485", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
383, 1245415,"48,352,108", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
384, 3232316," 441,995,858", HSBC NORTH AMERICA HOLDINGS IN,"PROSPECT HEIGHTS, IL", , 
385, 1068191,"35,664,134", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
386, 1104231,"10,482,202", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
387, 2337045,"12,434,642", INVESTORS FINANCIAL SERVICES,"BOSTON, MA", , 
388, 1068025,"93,076,162", KEYCORP," CLEVELAND, OH", , 
389, 1037003,"55,419,862", M&T BANK CORPORATION,"BUFFALO, NY", , 
390, 1199497,"47,447,411", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
391, 1072442,"16,783,227", MERCANTILE BANKSHARES CORPORAT,"BALTIMORE, MD", , 
392, 1069125," 140,243,362", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
393, 2132932,"27,139,292"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
394, 3212091,"13,138,927", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", , 
395, 1048429,"57,705,380"," NORTH FORK BANCORPORATION, INC","MELVILLE, NY", , 
396, 1199611,"50,194,943", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
397, 1246702,"11,093,375", PEOPLE'S MUTUAL HOLDINGS,"BRIDGEPORT, CT", , 
398, 1129382,"48,592,000"," POPULAR, INC."," SAN JUAN, PR", , 
399, 1826056,"20,575,662"," RBC CENTURA BANKS, INC."," ROCKY MOUNT, NC", , 
400, 3242838,"84,595,459", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
401, 1071203,"15,658,551"," SKY FINANCIAL GROUP, INC."," BOWLING GREEN, OH", , 
402, 1141599,"14,366,090"," SOUTH FINANCIAL GROUP, THE","GREENVILLE, SC", , 
403, 1111435," 104,186,982", STATE STREET CORPORATION,"BOSTON, MA", , 
404, 1131787," 178,876,476"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
405, 1078846,"29,169,828", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
406, 2816906," 391,780,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
407, 2389941,"13,954,365", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
408, 1249196,"40,829,112", TD BANKNORTH INC.," PORTLAND, ME", , 
409, 1119794," 209,907,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
410, 1378434,"48,800,954", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
411, 2307280,"56,937,586"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
412, 1048773,"12,317,577", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
413, 2801546,"16,714,151"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
414, 1073551," 541,842,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
415, 1145476,"17,919,769", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
416, 1120754," 492,428,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
417, 1079740,"10,305,794", WHITNEY HOLDING CORPORATION," NEW ORLEANS, LA", , 
418, 1888193,"10,389,222", WILMINGTON TRUST CORPORATION,"WILMINGTON, DE", , 
