,Column1,Value1,Value2,Value3,Value4,Value5
392, Held for Trading (X), 0.10,0.07,0.07,0.09,0.10
393, Non-Traded (X), 0.02,0.01,0.01,0.01,0.02
394, Current Credit Exposure (X),0.06,0.04,0.04,0.05,0.05
395, Credit Losses on Derivative Contracts,0.00,0.00,0.00,0.00,0.00
396,PAST DUE DERIVATIVE INSTRUMENTS , , , , , 
397,FAIR VALUE: , , , , , 
398,30-89 Days Past Due,0.00,0.00,0.00,0.00,0.00
399, 90+ Days Past Due,0.00,0.00,0.00,0.00,0.00
400, OTHER RATIOS: , , , , , 
401,Current Credit Exposure/Risk Wtd Asts,0.74,0.51,0.55,0.76,0.64
402, , , , , , 
403, 10 , , , , , 
404,INSURANCE ACTIVITIES, 06/30/2016,06/30/2015,12/31/2015,12/31/2014,12/31/2013
405, ANALYSIS RATIOS: , , , , , 
406,Ins Underwriting Assets/Consol Assets,0.03, N/A, N/A, N/A, N/A
407, Ins Under Assets(P/C)/Tot Ins Und Ast, 55.95, 54.69, 53.85, 55.18, 54.12
408, Ins Under Assets(L/H)/Tot Ins Und Ast, 44.05, 45.31, 46.15, 44.82, 45.88
409, Sep Acct Assets(L/H)/Total Life Ast,2.17,1.33,1.54,1.23,2.28
410,Ins Activities Revenue/Adj Oper Inc,0.83,0.80,0.91,0.79,0.96
411, Premium Inc/Ins Activities Revenue, 5.42,7.95,8.55,8.34, 11.57
412, Credit Rel Prem Inc/Tot Prem Inc,60.29, 63.53, 59.76, 65.25, 57.99
413,Other Prem Inc/Total Prem Inc,39.71, 36.47, 40.24, 34.75, 42.01
414,Ins Under Net Income/Consol Net Income, 0.10,0.08,0.12,0.17,0.25
415, Ins Net Inc (P/C)/Equity (P/C), 5.77,1.02,7.00,5.38,7.64
416, Ins Net Inc (L/H)/Equity (L/H), 9.81, 12.09,2.70,8.34,5.80
417," Insur Ben, Losses, Exp/Insur Premiums",191.00,146.04,234.21,229.08,134.22
418,Reinsurance Recov(P/C)/Tot Assets(P/C), 0.46,0.82,0.86,1.00,2.00
419, Reinsurance Recov(L/H)/Tot Assets(L/H), 0.00,0.05,0.29,0.03,0.27
420,Net Assets Ins Under Subs/Cons Assets,0.00,0.00,0.00,0.01,0.00
421, CSV Life Insurance/Tier 1 Cap + ALLL,10.24,9.78, 10.03, 10.06, 10.25
422,BROKER-DEALER ACTIVITIES , , , , , 
423,Net Assets Broker-Dealer Subs/Cons Asts,0.49,0.53,0.57,0.54,0.42
424, FOREIGN ACTIVITIES , , , , , 
425,Yield: Foreign Loans, 1.07,1.02,1.13,1.18,1.62
426, Cost: Interest-Bearing Deposits,0.29,0.25,0.26,0.28,0.37
427,NET LOSSES AS % OF FOREIGN LNS&LS BY TYPE: , , , , , 
428,Real Estate Loans,0.09,0.44,5.92,0.27,1.65
429, Commercial and Industrial Loans,0.92,1.57,0.56,0.21,9.35
430, Foreign Governments and Inst, 0.00,0.00,0.00,0.00,0.00
431, GROWTH RATES: , , , , , 
432,Net Loans and Leases,-3.67,0.15, -0.33, 36.01, 20.07
433, Total Selected Assets, -1.01,1.59,0.96, 86.15, 14.99
434, Deposits, -25.04, -9.59,-31.67, -5.47,3.16
435, , , , , , 
436, 11 , , , , , 
437,PROFITABLITY:,06/30/2016,06/30/2015,12/31/2015,12/31/2014,12/31/2013
438, Net Income/Avg Equity Capital,7.66,8.09,7.96,8.23,8.28
439, Bank Net Inc/Avg Eq Inv in Banks, 8.49,8.11,8.42,8.55,7.72
440, Nonbk Net Inc/Avg Eq Inv in Nonbanks, 5.94,7.57,6.37,6.24,6.01
441, Sub BHCs Net Inc/Avg Eq Inv in Sub BHCs,7.20,8.55,7.06,7.14,8.78
442, Bank Net Income/Parent Net Income, 82.52, 75.02, 78.59, 72.88, 69.34
443, Nonbank Net Income/Parent Net Income, 8.46,6.05,6.83,7.61, 12.21
444, Sub BHCs Net Inc/Parent Net Income,79.77, 76.54, 76.51, 83.54, 96.66
445,LEVERAGE: , , , , , 
446,Total Liabilities/Equity,20.24, 19.88, 21.12, 21.84, 28.43
447, Total Debt/Equity Capital, 13.91, 12.94, 14.46, 14.14, 17.11
448, Tot Debt+NP to Subs Iss Tr Pref/Equity,16.40, 15.77, 17.04, 17.05, 20.42
449, Tot Debt+Lns Guaranteed for Affl/Equity, 14.30, 13.37, 14.83, 14.75, 18.41
450, Total Debt/Eq Cap - Exc Over Fair Value, 14.03, 13.09, 14.60, 14.28, 17.17
451, Long-Term Debt/Equity Capital, 12.29, 10.27, 12.95, 10.76, 12.70
452, Short-Term Debt/Equity Capital, 1.16,1.86,1.23,2.43,2.95
453, Current Portion of LT Debt/Equity,0.37,0.30,0.27,0.33,0.21
454, Exc Cost Over Fair Value/Equity Cap,0.17,0.12,0.16,0.13,0.10
455, Long-Term Debt/Consolidated LT Debt, 23.62, 22.20, 24.05, 23.14, 25.26
456,DOUBLE LEVERAGE: , , , , , 
457,Equity Investment in Subs/Equity, 102.79,102.14,102.41,102.66,104.36
458, Total Investment in Subs/Equity,108.69,108.42,108.88,109.31,113.06
459," Eq Inv Sub/Eq Cap,QualTPS+Oth PS in T1",N/A, N/A, N/A, 99.18,100.49
460," Tot Inv Sub/Eq Cap,QualTPS+Oth PS in T1", N/A, N/A, N/A,105.37,107.81
461,DOUBLE LEVERAGE PAYBACK: , , , , , 
462,Equity Inv in Subs - Eq Cap/Net Inc (X),0.42,0.38,0.40,0.40,0.79
463, Eq Inv in Subs - Eq Cap/Net Inc-Div (X),2.01,1.80,1.65,2.30,2.19
464,COVERAGE ANALYSIS: , , , , , 
465,Op Inc-Tax + Noncash/Oper Exp + Div,146.74,139.76,147.01,145.21,173.51
466, Cash Fl Fr Op+Noncash+Op Ex/Op Ex+Div,163.19,148.91,143.71,149.64,169.33
467, Adj Cash Fl/Op Exp+Repaid LT Debt+Div,114.41,100.48,107.20,129.25,119.87
468, Pretax Oper Inc + Int Exp/Int Expense, 2588.96, 1534.68, 1796.67, 1632.11, 1806.84
469, Div + Int From Subs/Int Exp + Div,170.30,154.89,160.72,159.36,199.32
470, Fees+Other Inc From Subs/Sal + Oth Exp,17.34, 14.93, 14.52, 14.59, 11.67
471, Net Inc/Curr Port of LT Debt+Pfd Div(X), 18.26, 42.49, 56.51, 43.35, 52.81
472,OTHER RATIOS: , , , , , 
473,Net Assets Repr in 1 Yr/Total Assets, 4.69,4.10,4.98,4.22,4.03
474, PAST DUE AND NONACCRUAL AS % OF LNS&LS: , , , , , 
475,90+ Days Past Due,0.67,0.02,0.02,0.08,0.02
476, Nonaccrual,13.09,7.97,7.58,8.31,4.82
477, Total, 13.76,9.19,7.64,8.83,4.86
478, GUARANTEED LOANS AS % OF EQUITY CAP: , , , , , 
479,To Bank Subsidiaries, 0.00,0.00,0.00,0.00,0.00
480, To Nonbank Subsidiaries,0.21,0.39,0.25,0.46,0.86
481, To Subsidiary BHCs, 0.00,0.00,0.00,0.00,0.00
482, Total,0.24,0.42,0.29,0.56,0.86
483, AS A % OF CONSOLIDATED BHC ASSETS: , , , , , 
484,Nonbank Assets of Nonbank Subsidiaries, 3.48,3.31,4.39,3.86,5.82
485, Combined Thrift Assets, 0.00,0.00,0.00,0.00,0.00
486, Combined Foreign Nonbank Sub Assets,0.18,0.22,0.33,0.20,0.49
487, , , , , , 
488, 12 , , , , , 
489,PAYOUT RATIOS - PARENT, 06/30/2016,06/30/2015,12/31/2015,12/31/2014,12/31/2013
490, Div Paid/Inc Before Undist Inc,72.51, 84.83, 83.05, 69.31, 50.95
491, Dividends Paid/Net Income, 30.47, 29.83, 28.06, 27.42, 27.33
492, Net Income - Dividends/Avg Equity,5.12,5.47,5.29,5.69,5.85
493,PERCENT OF DIVIDENDS PAID: , , , , , 
494,Dividends From Bank Subs, 128.83,105.43,114.67,117.63,143.01
495, Dividends From Nonbank Subs,5.01,4.35,7.85, 16.50, 49.06
496, Dividends From Subsidiary BHCs,12.53, 14.21, 13.24, 19.97, 27.64
497, Dividends From All Subsidiaries,186.38,159.94,167.07,198.41,307.20
498,PAYOUT RATIOS - SUBSIDIARIES: , , , , , 
499,PERCENT OF BANK NET INCOME: , , , , , 
500,Dividends From Bank Subs,49.26, 45.13, 45.41, 46.43, 55.82
501, Interest Income From Bank Subs, 0.56,0.57,0.61,0.82,0.66
502, Mgt & Service Fees From Bank Subs,2.63,3.45,2.94,3.75,2.96
503, Other Income From Bank Subs,0.00,0.01,0.02,0.01,0.00
504, Operating Income From Bank Subs, 56.00, 52.84, 53.20, 55.85, 65.38
505,PERCENT OF NONBANK NET INCOME: , , , , , 
506,Dividends From Nonbank Subs, 49.69, 36.15, 67.65, 46.97, 47.06
507, Interest Income From Nonbank Subs,5.87,6.75,5.61,4.33,8.36
508, Mgt & Serv Fees From Nonbank Subs,1.37,2.48,1.86,2.10,2.70
509, Other Income From Nonbank Subs, 0.97,0.47,0.49,0.43,0.14
510, Operating Inc From Nonbank Subs, 78.99, 63.76,116.19, 67.86, 71.58
511, PERCENT OF SUB BHCs' NET INCOME: , , , , , 
512,Dividends From Subsidiary BHCs,42.48, 52.22, 65.66, 48.92, 37.61
513, Interest Inc From Subsidiary BHCs,0.11,0.16,0.20,0.96,0.22
514, Mgt & Serv Fees From Sub BHCs,0.54,0.46,0.62,0.93,0.91
515, Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
516, Operating Income From Sub BHCs,44.69, 65.07,109.82, 66.14, 39.60
517,DEPENDENCE ON SUBSIDIARIES: , , , , , 
518,PERCENT OF TOTAL OPERATING INCOME: , , , , , 
519,Dividends From Bank Subsidiaries,54.27, 48.51, 52.69, 53.75, 47.64
520, Interest Income From Bank Subs, 1.32,1.74,0.84,0.78,0.74
521, Mgt & Serv Fees From Bank Subs, 2.62,3.50,3.21,2.64,1.47
522, Other Income From Bank Subs,0.45,0.07,0.09,0.06,0.05
523, Operating Income From Bank Subs, 66.59, 63.27, 63.11, 64.63, 58.38
524,Dividends From Nonbank Subs,4.03,3.75,5.22,3.54,6.52
525, Interest Income From Nonbank Subs,2.21,2.25,2.20,0.91,1.15
526, Mgt & Serv Fees From Nonbank Subs,0.04,0.19,0.16,0.29,0.38
527, Other Income From Nonbank Subs, 0.44,0.12,0.12,0.13,0.03
528, Operating Inc From Nonbank Subs, 11.55, 10.33, 11.67,8.96, 11.47
529,Dividends From Subsidiary BHCs, 7.61,8.97,7.18,8.65, 10.03
530, Interest Inc From Subsidiary BHCs,0.02,0.02,0.01,0.02,0.04
531, Mgt & Serv Fees From Sub BHCs,0.00,0.00,0.00,0.00,0.00
532, Other Income From Subsidiary BHCs,0.00,0.00,0.00,0.00,0.00
533, Operating Income From Sub BHCs, 8.30,9.65,7.90,9.52, 10.99
534,Loans and Adv From Subs/ST Debt, 87.58, 71.34,118.43,100.26,101.37
535, Loans and Adv From Subs/Total Debt,29.74, 34.65, 30.54, 26.79, 31.33
536, , , , , , 
537,E 1 , , , , , 
538, PEER GROUP 1 , , , , , 
539,HC , , , , , 
540,NT , , , , , 
541,-- , , , , , 
542, Number of BHCs in Peer Group, , , , , 
543,97 , , , , , 
544,EARNINGS AND PROFITABILITY , , , , , 
545, PERCENT OF AVERAGE ASSETS: , , , , , 
546,97 , , , , , 
547,97 , , , , , 
548,97 , , , , , 
549,97 , , , , , 
550,97 , , , , , 
551,97 , , , , , 
552,97 , , , , , 
553,97 , , , , , 
554,97 , , , , , 
555, 1 , , , , , 
556,PERCENT OF AVG EARNING ASSETS: , , , , , 
557,97 , , , , , 
558,97 , , , , , 
559,97 , , , , , 
560, , , , , , 
561,"LOSSES, ALLOW, AND PAST DUE+NONACCR: ", , , , , 
562,97 , , , , , 
563,97 , , , , , 
564,97 , , , , , 
565,97 , , , , , 
566,97 , , , , , 
567, LIQUIDITY AND FUNDING: , , , , , 
568,97 , , , , , 
569,97 , , , , , 
570,97 , , , , , 
571, CAPITALIZATION: , , , , , 
572,97 , , , , , 
573,97 , , , , , 
574,97 , , , , , 
575,96 , , , , , 
576,97 , , , , , 
577,96 , , , , , 
578, 1 , , , , , 
579,97 , , , , , 
580, PARENT COMPANY RATIOS: , , , , , 
581,97 , , , , , 
582,97 , , , , , 
583,97 , , , , , 
584,96 , , , , , 
585,E 2 , , , , , 
586, PEER GROUP 1 , , , , , 
587,HC , , , , , 
588,NT , , , , , 
589,-- , , , , , 
590,97 , , , , , 
591,97 , , , , , 
592,97 , , , , , 
593,97 , , , , , 
594,97 , , , , , 
595,97 , , , , , 
596,97 , , , , , 
597,97 , , , , , 
598,97 , , , , , 
599,97 , , , , , 
600,97 , , , , , 
601,97 , , , , , 
602,97 , , , , , 
603,97 , , , , , 
604,97 , , , , , 
605,97 , , , , , 
606,94 , , , , , 
607, , , , , , 
608,MARGIN ANALYSIS: , , , , , 
609,97 , , , , , 
610,97 , , , , , 
611,97 , , , , , 
612,97 , , , , , 
613,97 , , , , , 
614,YIELD OR COST: , , , , , 
615,97 , , , , , 
616,97 , , , , , 
617,58 , , , , , 
618,70 , , , , , 
619,97 , , , , , 
620, , , , , , 
621,96 , , , , , 
622,87 , , , , , 
623,96 , , , , , 
624,94 , , , , , 
625,97 , , , , , 
626,96 , , , , , 
627,94 , , , , , 
628,97 , , , , , 
629,34 , , , , , 
630,87 , , , , , 
631,97 , , , , , 
632,97 , , , , , 
633,E 3 , , , , , 
634, PEER GROUP 1 , , , , , 
635,HC , , , , , 
636,NT , , , , , 
637,-- , , , , , 
638,97 , , , , , 
639,97 , , , , , 
640, ANALYSIS RATIOS , , , , , 
641,97 , , , , , 
642, , , , , , 
643,97 , , , , , 
644,PERCENT OF AVERAGE ASSETS: , , , , , 
645,97 , , , , , 
646,97 , , , , , 
647,97 , , , , , 
648,97 , , , , , 
649,97 , , , , , 
650,PERCENT OF ADJUSTED OPERATING INCOME (TE): , , , , , 
651,97 , , , , , 
652,97 , , , , , 
653,97 , , , , , 
654,97 , , , , , 
655,97 , , , , , 
656,97 , , , , , 
657,97 , , , , , 
658,97 , , , , , 
659,97 , , , , , 
660,97 , , , , , 
661,97 , , , , , 
662,97 , , , , , 
663,97 , , , , , 
664,97 , , , , , 
665,97 , , , , , 
666,97 , , , , , 
667, , , , , , 
668,TAX RATIOS: , , , , , 
669,96 , , , , , 
670,96 , , , , , 
671,E 4 , , , , , 
672, PEER GROUP 1 , , , , , 
673,HC , , , , , 
674,NT , , , , , 
675,-- , , , , , 
676,97 , , , , , 
677,97 , , , , , 
678,97 , , , , , 
679,97 , , , , , 
680,97 , , , , , 
681,97 , , , , , 
682,97 , , , , , 
683,97 , , , , , 
684,97 , , , , , 
685,97 , , , , , 
686,97 , , , , , 
687,97 , , , , , 
688,97 , , , , , 
689,97 , , , , , 
690,97 , , , , , 
691,97 , , , , , 
692,97 , , , , , 
693,97 , , , , , 
694,MEMORANDA: , , , , , 
695,97 , , , , , 
696,97 , , , , , 
697,97 , , , , , 
698,97 , , , , , 
699,97 , , , , , 
700,97 , , , , , 
701,97 , , , , , 
702,97 , , , , , 
703,97 , , , , , 
704,97 , , , , , 
705,97 , , , , , 
706,97 , , , , , 
707,97 , , , , , 
708,97 , , , , , 
709,97 , , , , , 
710,97 , , , , , 
711," LOAN MIX, % OF GROSS LOANS & LEASES: ", , , , , 
712,97 , , , , , 
713,97 , , , , , 
714,97 , , , , , 
715,97 , , , , , 
716,97 , , , , , 
717,97 , , , , , 
718,97 , , , , , 
719,97 , , , , , 
720,97 , , , , , 
721,97 , , , , , 
722,97 , , , , , 
723,97 , , , , , 
724,97 , , , , , 
725,97 , , , , , 
726,97 , , , , , 
727,97 , , , , , 
728,E 5 , , , , , 
729, PEER GROUP 1 , , , , , 
730,HC , , , , , 
731,NT , , , , , 
732,-- , , , , , 
733,97 , , , , , 
734,97 , , , , , 
735,97 , , , , , 
736,97 , , , , , 
737,97 , , , , , 
738,97 , , , , , 
739,97 , , , , , 
740,97 , , , , , 
741,97 , , , , , 
742,97 , , , , , 
743,97 , , , , , 
744,97 , , , , , 
745,97 , , , , , 
746,97 , , , , , 
747,97 , , , , , 
748,97 , , , , , 
749,97 , , , , , 
750,OTHER LIQUIDITY AND FUNDING RATIOS: , , , , , 
751,97 , , , , , 
752,97 , , , , , 
753,97 , , , , , 
754,97 , , , , , 
755,97 , , , , , 
756,97 , , , , , 
757,78 , , , , , 
758,96 , , , , , 
759,16 , , , , , 
760,PERCENT OF INVESTMENT SECURITIES: , , , , , 
761,96 , , , , , 
762,96 , , , , , 
763,96 , , , , , 
764,96 , , , , , 
765,96 , , , , , 
766,96 , , , , , 
767,96 , , , , , 
768,96 , , , , , 
769,96 , , , , , 
770, , , , , , 
771,96 , , , , , 
772,96 , , , , , 
773,96 , , , , , 
774,96 , , , , , 
775,96 , , , , , 
776,E 6 , , , , , 
777, PEER GROUP 1 , , , , , 
778,HC , , , , , 
779,NT , , , , , 
780,-- , , , , , 
781,97 , , , , , 
782,97 , , , , , 
783,97 , , , , , 
784,97 , , , , , 
785,90 , , , , , 
786,95 , , , , , 
787,97 , , , , , 
788,97 , , , , , 
789,97 , , , , , 
790,97 , , , , , 
791,97 , , , , , 
792,95 , , , , , 
793,97 , , , , , 
794,NET LOAN AND LEASE LOSSES BY TYPE , , , , , 
795,96 , , , , , 
796,94 , , , , , 
797,93 , , , , , 
798,94 , , , , , 
799,95 , , , , , 
800,90 , , , , , 
801,91 , , , , , 
802,93 , , , , , 
803,73 , , , , , 
804,96 , , , , , 
805,49 , , , , , 
806,84 , , , , , 
807,63 , , , , , 
808,68 , , , , , 
809,14 , , , , , 
810,93 , , , , , 
811,E 7 , , , , , 
812, PEER GROUP 1 , , , , , 
813,HC , , , , , 
814,NT , , , , , 
815,-- , , , , , 
816,97 , , , , , 
817,97 , , , , , 
818,97 , , , , , 
819,97 , , , , , 
820,97 , , , , , 
821,97 , , , , , 
822,97 , , , , , 
823,PERCENT OF LNS&LS + OTHER ASSETS , , , , , 
824, 30+ DAYS PAST DUE AND NONACCRUAL , , , , , 
825,97 , , , , , 
826,97 , , , , , 
827,97 , , , , , 
828,97 , , , , , 
829,PERCENT OF TOTAL ASSETS , , , , , 
830,97 , , , , , 
831,97 , , , , , 
832, , , , , , 
833, RESTRUCTURED & NONACCRUAL LNS&LS , , , , , 
834, + REAL ESTATE ACQUIRED AS PERCENT OF: , , , , , 
835,97 , , , , , 
836,97 , , , , , 
837,97 , , , , , 
838,97 , , , , , 
839,97 , , , , , 
840,E 7A , , , , , 
841, PEER GROUP 1 , , , , , 
842,HC , , , , , 
843,NT , , , , , 
844,-- , , , , , 
845,96 , , , , , 
846,96 , , , , , 
847,96 , , , , , 
848,96 , , , , , 
849,96 , , , , , 
850,96 , , , , , 
851,97 , , , , , 
852,97 , , , , , 
853,97 , , , , , 
854,49 , , , , , 
855,49 , , , , , 
856,49 , , , , , 
857,68 , , , , , 
858,68 , , , , , 
859,68 , , , , , 
860,14 , , , , , 
861,14 , , , , , 
862,14 , , , , , 
863,93 , , , , , 
864,93 , , , , , 
865,93 , , , , , 
866,MEMORANDA: , , , , , 
867,94 , , , , , 
868,94 , , , , , 
869,94 , , , , , 
870,93 , , , , , 
871,93 , , , , , 
872,93 , , , , , 
873,94 , , , , , 
874,94 , , , , , 
875,94 , , , , , 
876,94 , , , , , 
877,94 , , , , , 
878,94 , , , , , 
879,95 , , , , , 
880,95 , , , , , 
881,95 , , , , , 
882,90 , , , , , 
883,90 , , , , , 
884,90 , , , , , 
885,91 , , , , , 
886,91 , , , , , 
887,91 , , , , , 
888,93 , , , , , 
889,93 , , , , , 
890,93 , , , , , 
891,73 , , , , , 
892,73 , , , , , 
893,73 , , , , , 
894,63 , , , , , 
895,63 , , , , , 
896,63 , , , , , 
897,E 8 , , , , , 
898, PEER GROUP 1 , , , , , 
899,HC , , , , , 
900,NT , , , , , 
901,-- , , , , , 
902,97 , , , , , 
903, 0 , , , , , 
904, 0 , , , , , 
905, 0 , , , , , 
906, 0 , , , , , 
907, DERIVATIVES AND , , , , , 
908, OFF-BALANCE-SHEET TRANSACTIONS , , , , , 
909, PERCENT OF TOTAL ASSETS: , , , , , 
910,97 , , , , , 
911,97 , , , , , 
912,97 , , , , , 
913,97 , , , , , 
914,97 , , , , , 
915,97 , , , , , 
916, , , , , , 
917,TYPE OF DERIVATIVE INSTRUMENT: , , , , , 
918,97 , , , , , 
919,97 , , , , , 
920,97 , , , , , 
921,97 , , , , , 
922,97 , , , , , 
923,97 , , , , , 
924, , , , , , 
925,97 , , , , , 
926,97 , , , , , 
927,97 , , , , , 
928,97 , , , , , 
929,97 , , , , , 
930, , , , , , 
931,97 , , , , , 
932,97 , , , , , 
933,97 , , , , , 
934,97 , , , , , 
935,97 , , , , , 
936, , , , , , 
937, PERCENT OF AVERAGE LOANS AND LEASES: , , , , , 
938,97 , , , , , 
939,E 9 , , , , , 
940, PEER GROUP 1 , , , , , 
941,HC , , , , , 
942,NT , , , , , 
943,-- , , , , , 
944,96 , , , , , 
945,96 , , , , , 
946,96 , , , , , 
947,96 , , , , , 
948,96 , , , , , 
949,96 , , , , , 
950,96 , , , , , 
951,96 , , , , , 
952,96 , , , , , 
953,96 , , , , , 
954,96 , , , , , 
955,96 , , , , , 
956,96 , , , , , 
957,96 , , , , , 
958,96 , , , , , 
959,96 , , , , , 
960,96 , , , , , 
961,96 , , , , , 
962,96 , , , , , 
963, , , , , , 
964,96 , , , , , 
965,96 , , , , , 
966,96 , , , , , 
967,96 , , , , , 
968,96 , , , , , 
969,96 , , , , , 
970,PERCENT OF TIER 1 CAPITAL: , , , , , 
971,96 , , , , , 
972,96 , , , , , 
973,96 , , , , , 
974,96 , , , , , 
975,96 , , , , , 
976,96 , , , , , 
977, , , , , , 
978, PAST DUE DERIVATIVE INSTRUMENTS , , , , , 
979, FAIR VALUE: , , , , , 
980,96 , , , , , 
981,96 , , , , , 
982, OTHER RATIOS: , , , , , 
983,96 , , , , , 
984,E 10 , , , , , 
985, PEER GROUP 1 , , , , , 
986,HC , , , , , 
987,NT , , , , , 
988,-- , , , , , 
989, ANALYSIS RATIOS: , , , , , 
990,97 , , , , , 
991,30 , , , , , 
992,30 , , , , , 
993,19 , , , , , 
994,97 , , , , , 
995,77 , , , , , 
996,24 , , , , , 
997,24 , , , , , 
998, , , , , , 
999,97 , , , , , 
1000,22 , , , , , 
1001,17 , , , , , 
1002,24 , , , , , 
1003,22 , , , , , 
1004,19 , , , , , 
1005,97 , , , , , 
1006,97 , , , , , 
1007,BROKER-DEALER ACTIVITIES , , , , , 
1008,97 , , , , , 
1009, , , , , , 
1010,FOREIGN ACTIVITIES , , , , , 
1011,74 , , , , , 
1012,34 , , , , , 
1013, , , , , , 
1014, NET LOSSES AS % OF FOREIGN LNS&LS BY TYPE: , , , , , 
1015, 2 , , , , , 
1016,19 , , , , , 
1017,14 , , , , , 
1018, GROWTH RATES: , , , , , 
1019,69 , , , , , 
1020,73 , , , , , 
1021,40 , , , , , 
1022,E 11 , , , , , 
1023, PEER GROUP 1 , , , , , 
1024,HC , , , , , 
1025,NT , , , , , 
1026,-- , , , , , 
1027,97 , , , , , 
1028,86 , , , , , 
1029,84 , , , , , 
1030,22 , , , , , 
1031,95 , , , , , 
1032,77 , , , , , 
1033,20 , , , , , 
1034, , , , , , 
1035, LEVERAGE: , , , , , 
1036,97 , , , , , 
1037,97 , , , , , 
1038,97 , , , , , 
1039,97 , , , , , 
1040,97 , , , , , 
1041,97 , , , , , 
1042,97 , , , , , 
1043,97 , , , , , 
1044,97 , , , , , 
1045,97 , , , , , 
1046, , , , , , 
1047, DOUBLE LEVERAGE: , , , , , 
1048,97 , , , , , 
1049,97 , , , , , 
1050, 0 , , , , , 
1051, 0 , , , , , 
1052, , , , , , 
1053, DOUBLE LEVERAGE PAYBACK: , , , , , 
1054,96 , , , , , 
1055,58 , , , , , 
1056,COVERAGE ANALYSIS: , , , , , 
1057,96 , , , , , 
1058,96 , , , , , 
1059,96 , , , , , 
1060,71 , , , , , 
1061,92 , , , , , 
1062,96 , , , , , 
1063,56 , , , , , 
1064,OTHER RATIOS: , , , , , 
1065,97 , , , , , 
1066, PAST DUE AND NONACCRUAL AS % OF LNS&LS: , , , , , 
1067,18 , , , , , 
1068,18 , , , , , 
1069,18 , , , , , 
1070, GUARANTEED LOANS AS % OF EQUITY CAP: , , , , , 
1071,97 , , , , , 
1072,97 , , , , , 
1073,97 , , , , , 
1074,97 , , , , , 
1075, AS A % OF CONSOLIDATED BHC ASSETS: , , , , , 
1076,97 , , , , , 
1077,97 , , , , , 
1078,97 , , , , , 
1079,E 12 , , , , , 
1080, PEER GROUP 1 , , , , , 
1081,HC , , , , , 
1082,NT , , , , , 
1083,-- , , , , , 
1084,80 , , , , , 
1085,96 , , , , , 
1086,97 , , , , , 
1087,PERCENT OF DIVIDENDS PAID: , , , , , 
1088,82 , , , , , 
1089,82 , , , , , 
1090,82 , , , , , 
1091,82 , , , , , 
1092,PAYOUT RATIOS - SUBSIDIARIES: , , , , , 
1093, PERCENT OF BANK NET INCOME: , , , , , 
1094,83 , , , , , 
1095,83 , , , , , 
1096,83 , , , , , 
1097,83 , , , , , 
1098,83 , , , , , 
1099,PERCENT OF NONBANK NET INCOME: , , , , , 
1100,62 , , , , , 
1101,62 , , , , , 
1102,62 , , , , , 
1103,62 , , , , , 
1104,62 , , , , , 
1105, PERCENT OF SUB BHCs' NET INCOME: , , , , , 
1106,20 , , , , , 
1107,20 , , , , , 
1108,20 , , , , , 
1109,20 , , , , , 
1110,20 , , , , , 
1111,DEPENDENCE ON SUBSIDIARIES: , , , , , 
1112, PERCENT OF TOTAL OPERATING INCOME: , , , , , 
1113,95 , , , , , 
1114,95 , , , , , 
1115,95 , , , , , 
1116,95 , , , , , 
1117,95 , , , , , 
1118,95 , , , , , 
1119,95 , , , , , 
1120,95 , , , , , 
1121,95 , , , , , 
1122,95 , , , , , 
1123,95 , , , , , 
1124,95 , , , , , 
1125,95 , , , , , 
1126,95 , , , , , 
1127,95 , , , , , 
1128,25 , , , , , 
1129,70 , , , , , 
1130,BHCPR Reporters for Quarter Ending 06/30/2016 , , , , , 
1131,Peer Group 1 by BHC Name , , , , , 
1132, ID_RSSD,Assets($000), BHC Name, Location,and Other Notes , 
1133, 1562859," 157,931,000", ALLY FINANCIAL INC.," DETROIT, MI ", , 
1134, 3446412,"12,884,030"," APPLE FINANCIAL HOLDINGS, INC.","NEW YORK, NY ", , 
1135, 1095674,"16,634,738"," ARVEST BANK GROUP, INC."," BENTONVILLE, AR ", , 
1136, 1199563,"29,038,699", ASSOCIATED BANC-CORP,"GREEN BAY, WI ", , 
1137, 2504128,"15,017,071", ASTORIA FINANCIAL CORPORATION," LAKE SUCCESS, NY ", , 
1138, 3153130,"10,157,662"," BANC OF CALIFORNIA, INC.","IRVINE, CA", Moved from Peer 2 , 
1139, 1097614,"14,130,157"," BANCORPSOUTH, INC.","TUPELO, MS ", , 
1140, 4989420,"80,624,408", BANCWEST HOLDING INC.," SAN FRANCISCO, CA",New Y-9C/BHCPR reporter , 
1141, 1025309,"15,916,031", BANK OF HAWAII CORPORATION,"HONOLULU, HI ", , 
1142, 3587146," 372,351,000", BANK OF NEW YORK MELLON CORPOR,"NEW YORK, NY ", , 
1143, 1097089,"12,279,579", BANK OF THE OZARKS INC,"LITTLE ROCK, AR ", , 
1144, 4028712,"26,309,192"," BANKUNITED, INC.","MIAMI LAKES, FL ", , 
1145, 2938451,"29,672,671", BARCLAYS DELAWARE HOLDINGS LLC,"WILMINGTON, DE ", , 
1146, 1074156," 221,858,615", BB&T CORPORATION,"WINSTON SALEM, NC ", , 
1147, 1078529,"91,753,156"," BBVA COMPASS BANCSHARES, INC."," HOUSTON, TX ", , 
