,Column1,Value1,Value2,Value3,Value4,Value5
352, 1199611,"36,449,759", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
353, 1246702,"11,909,154", PEOPLE'S MUTUAL HOLDINGS,"BRIDGEPORT, CT", , 
354, 1069778,"68,629,625"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
355, 1129382,"33,695,000"," POPULAR, INC."," SAN JUAN, PR", , 
356, 1070617,"17,929,676"," PROVIDENT FINANCIAL GROUP, INC","CINCINNATI, OH", , 
357, 1826056,"18,587,690"," RBC CENTURA BANKS, INC."," ROCKY MOUNT, NC", , 
358, 1078332,"48,701,674", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
359, 1071203,"11,346,612"," SKY FINANCIAL GROUP, INC."," BOWLING GREEN, OH", , 
360, 1078846,"20,608,781", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
361, 2816906," 243,493,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
362, 2389941,"12,240,013", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
363, 2847535,"15,926,175"," TD WATERHOUSE GROUP, INC."," NEW YORK, NY", , 
364, 1119794," 182,231,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
365, 1094369,"34,160,828", UNION PLANTERS CORPORATION,"MEMPHIS, TN", , 
366, 1378434,"40,385,403", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
367, 1073551," 348,064,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
368, 1120754," 369,669,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
