,Column1,Value1,Value2,Value3,Value4,Value5
364, 1025309,"10,549,595", BANK OF HAWAII CORPORATION,"HONOLULU, HI", , 
365, 3587146," 184,166,000", BANK OF NEW YORK MELLON CORPOR,"NEW YORK, NY", New Y-9C/BHCPR reporter, 
366, 1074156," 130,781,281", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
367, 2442640,"15,060,071"," BBVA USA BANCSHARES, INC."," THE WOODLANDS, TX", , 
368, 1883693,"19,951,889", BOK FINANCIAL CORPORATION," TULSA, OK", , 
369, 2277860," 147,154,835", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
370, 1132449," 164,201,368"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
371, 1205688,"13,238,927"," CITIZENS REPUBLIC BANCORP, INC","FLINT, MI", , 
372, 1027518,"15,556,521", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
373, 1080465,"24,544,177"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
374, 1199844,"60,284,675", COMERICA INCORPORATED," DALLAS, TX", , 
375, 1117679,"50,164,333"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
376, 1049341,"16,037,069"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
377, 1078529,"42,223,363"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
378, 1102367,"13,301,951"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX", , 
379, 2734233,"11,640,224"," EAST WEST BANCORP, INC."," PASADENA, CA", , 
380, 1130780,"14,400,045", FBOP CORPORATION,"OAK PARK, IL", , 
381, 1070345," 104,265,371", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
382, 2744894,"17,087,079", FIRST BANCORP," SAN JUAN, PR", , 
383, 1118797,"10,247,964"," FIRST BANKS, INC."," SAINT LOUIS, MO", , 
384, 1075612,"16,320,468"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
385, 1094640,"37,479,725", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
386, 1020902,"15,284,709"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
387, 1070804,"10,413,692", FIRSTMERIT CORPORATION,"AKRON, OH", , 
388, 1117129,"15,438,177", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
389, 1245415,"65,766,241", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
390, 3232316," 509,865,590", HSBC NORTH AMERICA HOLDINGS IN,"PROSPECT HEIGHTS, IL", , 
391, 1068191,"55,303,286", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
392, 1104231,"10,616,870", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
393, 1068025,"96,829,723", KEYCORP," CLEVELAND, OH", , 
394, 1037003,"60,008,123", M&T BANK CORPORATION,"BUFFALO, NY", , 
395, 1199497,"60,774,554", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
396, 1069125," 154,175,761", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
397, 2132932,"30,061,047"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
398, 3212091,"14,902,635", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", , 
399, 1199611,"63,098,902", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
400, 1129382,"47,280,000"," POPULAR, INC."," SAN JUAN, PR", , 
401, 1826056,"25,548,966"," RBC CENTURA BANKS, INC."," RALEIGH, NC", , 
402, 3242838," 138,237,249", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
403, 1141599,"14,099,846"," SOUTH FINANCIAL GROUP, THE","GREENVILLE, SC", , 
404, 1111435," 140,085,020", STATE STREET CORPORATION,"BOSTON, MA", , 
405, 3152245,"11,750,898", STERLING FINANCIAL CORPORATION,"SPOKANE, WA", , 
406, 1131787," 175,857,229"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
407, 1078846,"33,628,448", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
408, 2816906," 600,740,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
409, 2389941,"15,607,861", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
410, 1249196,"59,472,827", TD BANKNORTH INC.," PORTLAND, ME", , 
411, 1119794," 227,628,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
412, 2694814,"11,081,131"," UCBH HOLDINGS, INC."," SAN FRANCISCO, CA", , 
413, 1378434,"54,343,045", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
414, 2307280,"73,509,502"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
415, 1048773,"12,439,474", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
416, 2801546,"18,056,030"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
417, 1073551," 754,168,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
418, 1145476,"16,855,798", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
419, 1120754," 548,727,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
420, 1079740,"10,607,886", WHITNEY HOLDING CORPORATION," NEW ORLEANS, LA", , 
421, 1888193,"11,295,251", WILMINGTON TRUST CORPORATION,"WILMINGTON, DE", , 
