,Column1,Value1,Value2,Value3,Value4,Value5
361, 1068294," 290,006,000", BANK ONE CORPORATION,"CHICAGO, IL", , 
362, 1245415,"39,348,523", BANKMONT FINANCIAL CORP.,"WILMINGTON, DE", , 
363, 1249196,"25,745,544"," BANKNORTH GROUP, INC."," PORTLAND, ME", , 
364, 1074156,"90,355,131", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
365, 1883693,"13,197,345", BOK FINANCIAL CORPORATION," TULSA, OK", , 
366, 1923946,"43,386,071"," CHARTER ONE FINANCIAL, INC."," CLEVELAND, OH", , 
367, 2797498,"35,989,380", CIBC DELAWARE HOLDINGS INC.," NEW YORK, NY", , 
368, 1132449,"72,764,874"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
369, 1027518,"12,831,281", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
370, 1080465,"15,851,825"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
371, 1199844,"55,213,926", COMERICA INCORPORATED," DETROIT, MI", , 
372, 1117679,"21,390,754"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
373, 1049341,"13,706,033"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
374, 1078529,"26,227,995"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
375, 1130780,"11,332,687", FBOP CORPORATION,"OAK PARK, IL", , 
376, 1070345,"89,422,223", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
377, 2744894,"12,088,772", FIRST BANCORP," SAN JUAN, PR", Moved from Peer 2, 
378, 1075612,"12,387,636"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
379, 1020902,"11,636,744"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
380, 1094640,"25,490,907", FIRST TENNESSEE NATIONAL CORPO,"MEMPHIS, TN", , 
381, 1070804,"10,649,559", FIRSTMERIT CORPORATION,"AKRON, OH", , 
382, 1113514," 196,508,000", FLEETBOSTON FINANCIAL CORPORAT,"BOSTON, MA", , 
383, 2081124,"22,866,302", GREENPOINT FINANCIAL CORP.,"NEW YORK, NY", , 
384, 1078921,"17,565,429", HIBERNIA CORPORATION,"NEW ORLEANS, LA", , 
385, 2872407," 121,772,461", HSBC NORTH AMERICA INC.," BUFFALO, NY", , 
386, 2792680,"15,898,409"," HUDSON CITY, MHC","PARAMUS, NJ", , 
387, 1068191,"30,145,494", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
388, 1039502," 792,700,000", J.P. MORGAN CHASE & CO.," NEW YORK, NY", , 
389, 1068025,"83,936,911", KEYCORP," CLEVELAND, OH", , 
390, 1037003,"50,258,839", M&T BANK CORPORATION,"BUFFALO, NY", , 
391, 1199497,"33,768,617", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
392, 1068762,"33,022,050", MELLON FINANCIAL CORPORATION,"PITTSBURGH, PA", , 
393, 1072442,"13,876,148", MERCANTILE BANKSHARES CORPORAT,"BALTIMORE, MD", , 
394, 1069125," 121,065,218", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
395, 1093728,"22,864,576", NATIONAL COMMERCE FINANCIAL CO,"MEMPHIS, TN", , 
396, 2132932,"12,936,878"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
397, 1048429,"20,468,598"," NORTH FORK BANCORPORATION, INC","MELVILLE, NY", , 
398, 1199611,"40,744,157", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
399, 1246702,"11,802,001", PEOPLE'S MUTUAL HOLDINGS,"BRIDGEPORT, CT", , 
400, 1069778,"72,270,713"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
401, 1129382,"35,777,000"," POPULAR, INC."," SAN JUAN, PR", , 
402, 1070617,"17,792,323"," PROVIDENT FINANCIAL GROUP, INC","CINCINNATI, OH", , 
403, 1826056,"19,578,266"," RBC CENTURA BANKS, INC."," ROCKY MOUNT, NC", , 
404, 1078332,"49,073,478", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
405, 1071203,"12,618,607"," SKY FINANCIAL GROUP, INC."," BOWLING GREEN, OH", , 
406, 1079441,"51,717,769", SOUTHTRUST CORPORATION,"BIRMINGHAM, AL", , 
407, 1111435,"81,775,678", STATE STREET CORPORATION,"BOSTON, MA", , 
408, 1131787," 126,654,376"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
409, 1078846,"21,027,923", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
410, 2816906," 300,499,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
411, 2389941,"11,379,004", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
412, 2847535,"16,092,126"," TD WATERHOUSE GROUP, INC."," NEW YORK, NY", , 
413, 1119794," 188,835,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
414, 1094369,"32,162,374", UNION PLANTERS CORPORATION,"MEMPHIS, TN", , 
415, 1378434,"42,602,994", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
416, 2307280,"24,620,810"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
417, 2801546,"10,813,063"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", Moved from Peer 2, 
418, 1073551," 388,767,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
419, 1120754," 390,813,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
