,Column1,Value1,Value2,Value3,Value4,Value5
362, 1027004,"31,472,754", ZIONS BANCORPORATION,"SALT LAKE CITY, UT", Note: Peer Group 1 has, 66 bank holding companies.
363, 12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000, 
364, 12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000, 
365, 1379552," 134,479,442", ABN AMRO NORTH AMERICA HOLDING,"CHICAGO, IL", , 
366, 1078604,"49,757,521", AMSOUTH BANCORPORATION,"BIRMINGHAM, AL", , 
367, 1199563,"20,546,358", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
368, 1097614,"10,853,336"," BANCORPSOUTH, INC.","TUPELO, MS", , 
369, 1025608,"50,054,026", BANCWEST CORPORATION,"HONOLULU, HI", , 
370, 1033470,"94,572,074"," BANK OF NEW YORK COMPANY, INC.","NEW YORK, NY", , 
371, 1249196,"28,702,887"," BANKNORTH GROUP, INC."," PORTLAND, ME", , 
372, 2914521," 180,720,200", BARCLAYS GROUP US INC.,"WILMINGTON, DE", New Y-9C/BHCPR reporter, 
373, 1074156," 100,508,641", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
374, 1883693,"14,408,708", BOK FINANCIAL CORPORATION," TULSA, OK", , 
375, 2277860,"53,747,255", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", New Y-9C/BHCPR reporter, 
376, 1132449," 136,778,262"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
377, 1027518,"14,234,056", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
378, 1080465,"18,922,008"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
379, 1199844,"52,375,773", COMERICA INCORPORATED," DETROIT, MI", , 
380, 1117679,"30,509,365"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
381, 1049341,"14,285,407"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
382, 1078529,"28,287,984"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
383, 1102367,"10,016,228"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX",Moved from Peer 2, 
384, 1130780,"12,995,645", FBOP CORPORATION,"OAK PARK, IL", , 
385, 1070345,"94,455,731", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
386, 2744894,"15,619,817", FIRST BANCORP," SAN JUAN, PR", , 
387, 1075612,"13,258,740"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
388, 1094640,"29,773,975", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
389, 1020902,"12,032,424"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
390, 1070804,"10,125,241", FIRSTMERIT CORPORATION,"AKRON, OH", , 
391, 1117129,"11,158,351", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
392, 1245415,"41,814,385", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
393, 1078921,"22,308,088", HIBERNIA CORPORATION,"NEW ORLEANS, LA", , 
394, 3232316," 339,631,534", HSBC NORTH AMERICA HOLDINGS IN,"PROSPECT HEIGHTS, IL", , 
395, 1068191,"32,566,899", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
396, 3305461," 101,648,600", JOHN HANCOCK HOLDINGS (DELAWAR,"WILMINGTON, DE", New Y-9C/BHCPR reporter, 
397, 1068025,"90,653,059", KEYCORP," CLEVELAND, OH", , 
398, 1037003,"52,938,721", M&T BANK CORPORATION,"BUFFALO, NY", , 
399, 1199497,"40,479,185", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
400, 1068762,"37,315,548", MELLON FINANCIAL CORPORATION,"PITTSBURGH, PA", , 
401, 1072442,"14,425,690", MERCANTILE BANKSHARES CORPORAT,"BALTIMORE, MD", , 
402, 1069125," 139,280,377", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
403, 2132932,"24,051,636"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
404, 3212091,"10,335,719", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", Moved from Peer 2; Name change from ESB ACQUISITION CORP., 
405, 1048429,"60,667,055"," NORTH FORK BANCORPORATION, INC","MELVILLE, NY", , 
406, 1199611,"45,276,690", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
407, 1246702,"10,744,491", PEOPLE'S MUTUAL HOLDINGS,"BRIDGEPORT, CT", , 
408, 1069778,"79,742,776"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
409, 1129382,"44,402,000"," POPULAR, INC."," SAN JUAN, PR", , 
410, 1826056,"18,448,125"," RBC CENTURA BANKS, INC."," ROCKY MOUNT, NC", , 
411, 3242838,"84,366,269", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
412, 1071203,"14,948,763"," SKY FINANCIAL GROUP, INC."," BOWLING GREEN, OH", , 
413, 1141599,"13,789,114"," SOUTH FINANCIAL GROUP, THE","GREENVILLE, SC", , 
414, 1111435,"94,047,042", STATE STREET CORPORATION,"BOSTON, MA", , 
415, 1131787," 158,869,784"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
416, 1078846,"25,061,114", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
417, 2816906," 336,675,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
418, 2389941,"12,459,260", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
419, 1119794," 195,104,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
420, 1378434,"48,101,752", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
421, 2307280,"29,048,357"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
422, 1048773,"10,775,571", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
423, 2801546,"14,336,662"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
424, 1073551," 493,324,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
425, 1145476,"17,028,429", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
426, 1120754," 427,849,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
