,Column1,Value1,Value2,Value3,Value4,Value5
364, 1095674,"12,558,997"," ARVEST BANK GROUP, INC."," BENTONVILLE, AR", , 
365, 1199563,"21,924,217", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
366, 1097614,"13,001,167"," BANCORPSOUTH, INC.","TUPELO, MS", , 
367, 1025608,"78,118,254", BANCWEST CORPORATION,"HONOLULU, HI", , 
368, 1025309,"13,890,116", BANK OF HAWAII CORPORATION,"HONOLULU, HI", , 
369, 3587146," 325,793,000", BANK OF NEW YORK MELLON CORPOR,"NEW YORK, NY", , 
370, 2938451,"15,265,400", BARCLAYS DELAWARE HOLDINGS LLC,"WILMINGTON, DE", , 
371, 1074156," 174,579,294", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
372, 1078529,"63,134,877"," BBVA USA BANCSHARES, INC."," HOUSTON, TX", , 
373, 1245415," 117,374,209", BMO FINANCIAL CORP.," WILMINGTON, DE", , 
374, 1883693,"25,488,433", BOK FINANCIAL CORPORATION," TULSA, OK", , 
375, 2277860," 206,103,658", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
376, 1843080,"10,644,864", CATHAY GENERAL BANCORP,"LOS ANGELES, CA", , 
377, 1036967,"45,235,752", CIT GROUP INC.,"LIVINGSTON, NJ", , 
378, 1132449," 129,810,542"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
379, 1027518,"23,666,291", CITY NATIONAL CORPORATION," LOS ANGELES, CA", , 
380, 1199844,"61,139,192", COMERICA INCORPORATED," DALLAS, TX", , 
381, 1049341,"20,663,043"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
382, 1102367,"20,386,252"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX", , 
383, 3846375,"69,483,014", DISCOVER FINANCIAL SERVICES," RIVERWOODS, IL", , 
384, 2734233,"21,968,902"," EAST WEST BANCORP, INC."," PASADENA, CA", , 
385, 1070345," 116,966,697", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
386, 2744894,"13,127,275", FIRST BANCORP," SAN JUAN, PR", , 
387, 1075612,"20,881,494"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
388, 1094640,"24,790,132", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
389, 1020902,"15,274,648"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
390, 2648693,"32,827,411"," FIRST NIAGARA FINANCIAL GROUP,","BUFFALO, NY", , 
391, 1060627,"11,626,297", FIRSTBANK HOLDING COMPANY," LAKEWOOD, CO", , 
392, 1070804,"14,444,790", FIRSTMERIT CORPORATION,"AKRON, OH", , 
393, 1117129,"16,345,173", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
394, 2380443," 923,718,000"," GOLDMAN SACHS GROUP, INC., THE","NEW YORK, NY", , 
395, 1086533,"19,786,771", HANCOCK HOLDING COMPANY," GULFPORT, MS", , 
396, 3232316," 331,402,982", HSBC NORTH AMERICA HOLDINGS IN,"NEW YORK, NY", , 
397, 1068191,"54,450,652", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
398, 2291914,"11,757,928", IBERIABANK CORPORATION,"LAFAYETTE, LA", , 
399, 1104231,"11,739,650", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
400, 2477754,"10,679,189"," INVESTORS BANCORP, MHC","SHORT HILLS, NJ", , 
401, 1068025,"88,762,571", KEYCORP," CLEVELAND, OH", , 
402, 1037003,"77,924,287", M&T BANK CORPORATION,"BUFFALO, NY", , 
403, 2132932,"42,026,245"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
404, 3212091,"10,847,456", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", , 
405, 1199611," 100,223,739", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
406, 1069778," 271,407,158"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
407, 1129382,"37,348,000"," POPULAR, INC."," SAN JUAN, PR", , 
408, 1839319,"12,416,870"," PRIVATEBANCORP, INC.","CHICAGO, IL", , 
409, 3226762,"83,152,884", RBC USA HOLDCO CORPORATION,"NEW YORK, NY", , 
410, 3242838," 127,049,907", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
411, 1111435," 216,435,818", STATE STREET CORPORATION,"BOSTON, MA", , 
412, 1131787," 176,900,103"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
413, 1117156,"14,974,789"," SUSQUEHANNA BANCSHARES, INC.","LITITZ, PA", , 
414, 1031449,"19,976,168", SVB FINANCIAL GROUP," SANTA CLARA, CA", , 
415, 1078846,"27,162,845", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
416, 2389941,"19,011,580", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
417, 1249196," 201,057,066", TD BANK US HOLDING COMPANY,"PORTLAND, ME", , 
418, 1119794," 340,122,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
419, 1049828,"13,541,398", UMB FINANCIAL CORPORATION," KANSAS CITY, MO", , 
420, 2747644,"11,569,863", UMPQUA HOLDINGS CORPORATION," PORTLAND, OR", , 
421, 1378434,"89,677,054", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
422, 2307280,"46,527,000"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
423, 1048773,"14,244,507", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
424, 1145476,"18,719,111", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
425, 2260406,"15,893,808", WINTRUST FINANCIAL CORPORATION,"LAKE FOREST, IL", , 
