,Column1,Value1,Value2,Value3,Value4,Value5
364, 1097614,"10,328,425"," BANCORPSOUTH, INC.","TUPELO, MS", , 
365, 1025608,"38,359,947", BANCWEST CORPORATION,"HONOLULU, HI", , 
366, 1073757," 736,487,404", BANK OF AMERICA CORPORATION," CHARLOTTE, NC", , 
367, 1033470,"92,404,942"," BANK OF NEW YORK COMPANY, INC.","NEW YORK, NY", , 
368, 1068294," 326,563,000", BANK ONE CORPORATION,"CHICAGO, IL", , 
369, 1245415,"38,766,844", BANKMONT FINANCIAL CORP.,"WILMINGTON, DE", , 
370, 1249196,"26,461,796"," BANKNORTH GROUP, INC."," PORTLAND, ME", , 
371, 1074156,"90,466,613", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
372, 1883693,"13,669,551", BOK FINANCIAL CORPORATION," TULSA, OK", , 
373, 1923946,"42,713,133"," CHARTER ONE FINANCIAL, INC."," CLEVELAND, OH", , 
374, 2797498,"39,209,663", CIBC DELAWARE HOLDINGS INC.," NEW YORK, NY", , 
375, 1132449,"77,707,015"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
376, 1027518,"13,021,062", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
377, 1080465,"16,294,053"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
378, 1199844,"52,943,676", COMERICA INCORPORATED," DETROIT, MI", , 
379, 1117679,"22,744,869"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
380, 1049341,"14,323,695"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
381, 1078529,"27,032,300"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
382, 1130780,"11,491,675", FBOP CORPORATION,"OAK PARK, IL", , 
383, 1070345,"91,143,023", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
384, 2744894,"12,667,910", FIRST BANCORP," SAN JUAN, PR", , 
385, 1075612,"12,548,519"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
386, 1020902,"11,669,667"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
387, 1094640,"24,507,953", FIRST TENNESSEE NATIONAL CORPO,"MEMPHIS, TN", , 
388, 1070804,"10,476,604", FIRSTMERIT CORPORATION,"AKRON, OH", , 
389, 1113514," 200,356,000", FLEETBOSTON FINANCIAL CORPORAT,"BOSTON, MA", , 
390, 2081124,"22,978,970", GREENPOINT FINANCIAL CORP.,"NEW YORK, NY", , 
391, 1078921,"18,560,442", HIBERNIA CORPORATION,"NEW ORLEANS, LA", , 
392, 2872407," 125,950,317", HSBC NORTH AMERICA INC.," BUFFALO, NY", , 
393, 2792680,"17,033,360"," HUDSON CITY, MHC","PARAMUS, NJ", , 
394, 1068191,"30,565,542", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
395, 1039502," 770,912,000", J.P. MORGAN CHASE & CO.," NEW YORK, NY", , 
396, 1068025,"84,146,964", KEYCORP," CLEVELAND, OH", , 
397, 1037003,"49,826,081", M&T BANK CORPORATION,"BUFFALO, NY", , 
398, 1199497,"34,394,445", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
399, 1068762,"34,048,947", MELLON FINANCIAL CORPORATION,"PITTSBURGH, PA", , 
400, 1072442,"13,695,472", MERCANTILE BANKSHARES CORPORAT,"BALTIMORE, MD", , 
401, 1069125," 113,933,460", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
402, 1093728,"23,002,505", NATIONAL COMMERCE FINANCIAL CO,"MEMPHIS, TN", , 
403, 2132932,"23,503,762"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
404, 1048429,"20,961,641"," NORTH FORK BANCORPORATION, INC","MELVILLE, NY", , 
405, 1199611,"41,450,173", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
406, 1246702,"11,700,841", PEOPLE'S MUTUAL HOLDINGS,"BRIDGEPORT, CT", , 
407, 1069778,"68,193,348"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
408, 1129382,"36,426,000"," POPULAR, INC."," SAN JUAN, PR", , 
409, 1070617,"17,115,479"," PROVIDENT FINANCIAL GROUP, INC","CINCINNATI, OH", , 
410, 1826056,"19,231,626"," RBC CENTURA BANKS, INC."," ROCKY MOUNT, NC", , 
411, 1078332,"48,881,023", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
412, 1071203,"12,896,494"," SKY FINANCIAL GROUP, INC."," BOWLING GREEN, OH", , 
413, 1141599,"10,721,872"," SOUTH FINANCIAL GROUP, THE","GREENVILLE, SC", Moved from Peer 2, 
414, 1079441,"52,128,326", SOUTHTRUST CORPORATION,"BIRMINGHAM, AL", , 
415, 1111435,"87,534,065", STATE STREET CORPORATION,"BOSTON, MA", , 
416, 1131787," 125,393,153"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
417, 1078846,"21,597,189", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
418, 2816906," 291,375,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
419, 2389941,"11,440,012", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
420, 2847535,"17,006,746"," TD WATERHOUSE GROUP, INC."," NEW YORK, NY", , 
421, 1119794," 189,286,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
422, 1094369,"31,918,488", UNION PLANTERS CORPORATION,"MEMPHIS, TN", , 
423, 1378434,"42,487,831", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
424, 2307280,"27,050,374"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
425, 2801546,"11,519,440"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
426, 1073551," 401,032,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
427, 1120754," 387,798,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
