,Column1,Value1,Value2,Value3,Value4,Value5
363, 1379552," 145,024,570", ABN AMRO NORTH AMERICA HOLDING,"CHICAGO, IL", , 
364, 1078604,"50,559,721", AMSOUTH BANCORPORATION,"BIRMINGHAM, AL", , 
365, 1199563,"20,775,692", ASSOCIATED BANC-CORP,"GREEN BAY, WI", , 
366, 1097614,"10,833,963"," BANCORPSOUTH, INC.","TUPELO, MS", , 
367, 1025608,"52,515,676", BANCWEST CORPORATION,"HONOLULU, HI", , 
368, 1025309,"10,059,798", BANK OF HAWAII CORPORATION,"HONOLULU, HI", Moved from Peer 2, 
369, 1033470," 103,110,000"," BANK OF NEW YORK COMPANY, INC.","NEW YORK, NY", , 
370, 2914521," 197,757,634", BARCLAYS GROUP US INC.,"WILMINGTON, DE", , 
371, 1074156," 105,835,324", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
372, 1883693,"15,914,024", BOK FINANCIAL CORPORATION," TULSA, OK", , 
373, 2277860,"56,995,967", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
374, 1132449," 148,491,012"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
375, 1027518,"14,478,873", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
376, 1080465,"21,017,588"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
377, 1199844,"55,111,472", COMERICA INCORPORATED," DETROIT, MI", , 
378, 1117679,"33,391,181"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
379, 1049341,"14,149,240"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
380, 1078529,"29,586,124"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
381, 1102367,"10,014,204"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX",Moved from Peer 2, 
382, 1130780,"13,393,309", FBOP CORPORATION,"OAK PARK, IL", , 
383, 1070345," 103,159,676", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
384, 2744894,"18,822,119", FIRST BANCORP," SAN JUAN, PR", , 
385, 1075612,"14,023,066"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
386, 1094640,"37,168,591", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
387, 1020902,"12,400,427"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
388, 1070804,"10,318,256", FIRSTMERIT CORPORATION,"AKRON, OH", , 
389, 1117129,"11,571,083", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
390, 1245415,"45,039,031", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
391, 1078921,"22,084,608", HIBERNIA CORPORATION,"NEW ORLEANS, LA", , 
392, 3232316," 372,555,243", HSBC NORTH AMERICA HOLDINGS IN,"PROSPECT HEIGHTS, IL", , 
393, 1068191,"32,982,823", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
394, 1104231,"10,272,677", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
395, 2337045,"12,406,610", INVESTORS FINANCIAL SERVICES,"BOSTON, MA", , 
396, 1068025,"91,010,081", KEYCORP," CLEVELAND, OH", , 
397, 1037003,"54,481,946", M&T BANK CORPORATION,"BUFFALO, NY", , 
398, 1199497,"43,544,758", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
399, 1068762,"37,091,634", MELLON FINANCIAL CORPORATION,"PITTSBURGH, PA", , 
400, 1072442,"16,092,994", MERCANTILE BANKSHARES CORPORAT,"BALTIMORE, MD", , 
401, 1069125," 143,975,359", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
402, 2132932,"25,210,431"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
403, 3212091,"11,117,617", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", Moved from Peer 2, 
404, 1048429,"60,385,689"," NORTH FORK BANCORPORATION, INC","MELVILLE, NY", , 
405, 1199611,"46,255,593", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
406, 1246702,"10,945,853", PEOPLE'S MUTUAL HOLDINGS,"BRIDGEPORT, CT", , 
407, 1069778,"90,809,278"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA", , 
408, 1129382,"46,015,000"," POPULAR, INC."," SAN JUAN, PR", , 
409, 1826056,"19,829,849"," RBC CENTURA BANKS, INC."," ROCKY MOUNT, NC", , 
410, 3242838,"85,325,677", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
411, 1071203,"15,220,501"," SKY FINANCIAL GROUP, INC."," BOWLING GREEN, OH", , 
412, 1141599,"14,882,469"," SOUTH FINANCIAL GROUP, THE","GREENVILLE, SC", , 
413, 1111435," 104,275,118", STATE STREET CORPORATION,"BOSTON, MA", , 
414, 1131787," 168,952,575"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
415, 1078846,"26,718,149", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
416, 2816906," 366,293,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
417, 2389941,"12,743,003", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
418, 1249196,"31,723,271", TD BANKNORTH INC.," PORTLAND, ME", , 
419, 1119794," 203,981,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
420, 1378434,"51,179,912", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
421, 2307280,"46,432,260"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
422, 1048773,"12,267,025", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
423, 2801546,"15,272,044"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
424, 1073551," 511,840,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
425, 1145476,"17,493,868", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
426, 1120754," 434,981,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
