,Column1,Value1,Value2,Value3,Value4,Value5
363, 1033470," 106,730,000"," BANK OF NEW YORK COMPANY, INC.","NEW YORK, NY", , 
364, 1074156," 118,523,897", BB&T CORPORATION,"WINSTON-SALEM, NC", , 
365, 1883693,"17,193,134", BOK FINANCIAL CORPORATION," TULSA, OK", , 
366, 2277860,"94,906,746", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA", , 
367, 1132449," 163,084,111"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI", , 
368, 1027518,"14,630,470", CITY NATIONAL CORPORATION," BEVERLY HILLS, CA", , 
369, 1080465,"22,415,770"," COLONIAL BANCGROUP, INC., THE"," MONTGOMERY, AL", , 
370, 1199844,"59,068,948", COMERICA INCORPORATED," DETROIT, MI", , 
371, 1117679,"43,338,963"," COMMERCE BANCORP, INC.","CHERRY HILL, NJ", , 
372, 1049341,"15,164,594"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO", , 
373, 1078529,"34,023,721"," COMPASS BANCSHARES, INC.","BIRMINGHAM, AL", , 
374, 1102367,"11,724,236"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX", , 
375, 2734233,"10,812,333"," EAST WEST BANCORP, INC."," PASADENA, CA", , 
376, 1130780,"13,836,318", FBOP CORPORATION,"OAK PARK, IL", , 
377, 1070345," 105,828,398", FIFTH THIRD BANCORP," CINCINNATI, OH", , 
378, 2744894,"17,366,060", FIRST BANCORP," SAN JUAN, PR", , 
379, 1075612,"15,629,243"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC", , 
380, 1094640,"40,078,623", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN", , 
381, 1020902,"12,945,117"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE", , 
382, 1070804,"10,219,584", FIRSTMERIT CORPORATION,"AKRON, OH", , 
383, 1117129,"14,910,652", FULTON FINANCIAL CORPORATION,"LANCASTER, PA", , 
384, 1245415,"56,112,165", HARRIS FINANCIAL CORP.,"WILMINGTON, DE", , 
385, 3232316," 473,711,105", HSBC NORTH AMERICA HOLDINGS IN,"PROSPECT HEIGHTS, IL", , 
386, 1068191,"35,755,596", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH", , 
387, 1104231,"10,690,325", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX", , 
388, 2337045,"11,575,248", INVESTORS FINANCIAL SERVICES,"BOSTON, MA", , 
389, 1068025,"95,682,192", KEYCORP," CLEVELAND, OH", , 
390, 1037003,"56,373,476", M&T BANK CORPORATION,"BUFFALO, NY", , 
391, 1199497,"55,529,348", MARSHALL & ILSLEY CORPORATION," MILWAUKEE, WI", , 
392, 1072442,"17,575,247", MERCANTILE BANKSHARES CORPORAT,"BALTIMORE, MD", , 
393, 1069125," 138,134,005", NATIONAL CITY CORPORATION," CLEVELAND, OH", , 
394, 2132932,"28,937,214"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY", , 
395, 3212091,"14,810,444", NEW YORK PRIVATE BANK & TRUST," NEW YORK, NY", , 
396, 1048429,"58,889,313"," NORTH FORK BANCORPORATION, INC","MELVILLE, NY", , 
397, 1199611,"55,200,927", NORTHERN TRUST CORPORATION,"CHICAGO, IL", , 
398, 1129382,"46,935,000"," POPULAR, INC."," SAN JUAN, PR", , 
399, 1826056,"21,030,162"," RBC CENTURA BANKS, INC."," RALEIGH, NC", , 
400, 3242838,"86,981,395", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL", , 
401, 1071203,"15,921,190"," SKY FINANCIAL GROUP, INC."," BOWLING GREEN, OH", , 
402, 1141599,"14,055,473"," SOUTH FINANCIAL GROUP, THE","GREENVILLE, SC", , 
403, 1111435," 112,341,939", STATE STREET CORPORATION,"BOSTON, MA", , 
404, 1131787," 183,104,553"," SUNTRUST BANKS, INC.","ATLANTA, GA", , 
405, 1078846,"31,362,140", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA", , 
406, 2816906," 430,384,000", TAUNUS CORPORATION,"NEW YORK, NY", , 
407, 2389941,"14,419,499", TCF FINANCIAL CORPORATION," WAYZATA, MN", , 
408, 1249196,"39,953,218", TD BANKNORTH INC.," PORTLAND, ME", , 
409, 1119794," 216,855,000", U.S. BANCORP,"MINNEAPOLIS, MN", , 
410, 1378434,"52,013,259", UNIONBANCAL CORPORATION," SAN FRANCISCO, CA", , 
411, 2307280,"62,783,667"," UTRECHT-AMERICA HOLDINGS, INC.","NEW YORK, NY", , 
412, 1048773,"12,438,555", VALLEY NATIONAL BANCORP," WAYNE, NJ", , 
413, 2801546,"16,839,602"," W HOLDING COMPANY, INC."," MAYAGUEZ, PR", , 
414, 1073551," 559,922,000", WACHOVIA CORPORATION,"CHARLOTTE, NC", , 
415, 1145476,"18,145,536", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT", , 
416, 1120754," 483,441,000", WELLS FARGO & COMPANY," SAN FRANCISCO, CA", , 
417, 1079740,"10,102,801", WHITNEY HOLDING CORPORATION," NEW ORLEANS, LA", , 
418, 1888193,"10,810,862", WILMINGTON TRUST CORPORATION,"WILMINGTON, DE", , 
